,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,0.32,0.58,0.66,0.55,0.97,0.49,0.47,0.46,0.45,0.62,0.4,0.43,0.72,0.67,0.57,0.92,0.68,0.42,0.5
autofac.csv,0.55,1.0,0.36,0.93,0.28,0.41,0.76,0.73,0.5,1.0,0.2,0.75,0.43,0.67,0.71,0.77,0.73,0.71,0.25
avisynth2.csv,0.04,0.08,0.08,0.07,0.0,0.06,0.06,0.03,0.05,0.0,0.0,0.05,0.07,1.0,0.0,0.04,0.06,0.04,0.0
azureus.csv,0.25,0.31,0.38,0.45,0.1,0.13,0.53,0.24,0.3,0.62,0.7,0.98,0.2,0.0,0.57,0.38,0.51,0.4,0.25
dsworkbench.csv,0.44,0.54,0.98,0.41,0.5,0.1,0.65,0.54,0.3,0.62,0.1,0.43,0.62,1.0,0.86,0.58,0.47,0.24,0.75
forester-atv.csv,0.05,1.0,0.42,0.07,0.05,0.13,0.06,0.32,0.1,0.25,0.0,0.2,0.2,0.0,0.29,0.12,0.11,0.13,0.0
freelords.csv,0.75,0.42,0.64,0.79,0.67,0.99,0.82,0.73,0.8,0.88,0.7,0.95,0.67,1.0,0.57,0.81,0.81,0.75,0.25
gabel.csv,0.0,0.08,0.0,0.0,0.0,0.04,0.06,0.05,0.0,0.88,0.1,0.0,0.02,0.0,0.14,0.04,0.02,0.05,0.0
geotools.csv,0.5,0.23,0.26,0.1,0.22,0.1,0.24,0.27,0.2,0.12,0.2,0.25,0.18,0.33,0.43,0.23,0.98,0.37,0.25
google-collections.csv,1.0,0.92,1.0,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jpaul.csv,0.44,0.73,0.4,0.41,0.0,0.01,1.0,0.24,0.5,0.75,0.0,0.8,0.4,0.0,0.43,0.35,0.34,0.13,0.25
mycila.csv,0.05,0.04,0.34,0.45,0.23,0.25,0.24,0.27,0.3,0.0,0.9,0.05,0.18,0.0,0.43,0.08,0.12,0.16,0.25
neodatis-odb.csv,0.22,0.65,0.4,0.66,0.37,0.19,0.41,0.92,0.25,0.12,0.3,0.39,0.5,0.33,0.29,0.15,0.4,0.37,0.5
octet.csv,0.57,0.38,0.3,0.14,0.13,0.11,0.24,0.38,0.15,0.38,0.1,0.3,0.32,0.0,1.0,0.65,0.36,0.68,0.25
pokenetonline.csv,0.66,0.77,0.84,0.52,0.18,0.28,0.47,0.32,0.45,0.5,0.3,0.93,1.0,0.33,0.29,0.73,0.52,0.37,0.25
rcp-company-uibindings.csv,0.85,1.0,0.94,0.86,0.92,0.99,1.0,0.95,0.9,1.0,0.9,0.95,0.95,1.0,1.0,1.0,0.96,1.0,0.75
scenemonitor.csv,0.81,0.62,0.82,0.86,0.57,0.7,0.88,0.65,0.95,1.0,0.4,0.96,0.75,1.0,0.86,0.81,0.86,0.63,0.75
thedata.csv,0.06,0.12,0.1,0.03,0.12,0.09,0.12,0.27,0.2,0.0,0.1,0.18,0.13,0.0,0.0,0.04,0.12,0.08,1.0
twostep.csv,0.28,0.92,0.76,0.55,0.42,0.43,0.47,0.59,0.3,0.75,0.7,0.73,0.73,0.33,0.57,1.0,0.76,0.51,0.25
