,igarden.csv,megasquirtavr.csv,piccolo2d.csv,wxlua.csv,tolven.csv,owlapi.csv,ingex.csv,twostep.csv,servicestack.csv
igarden.csv,0.58,0.42,0.32,0.22,0.49,0.27,0.36,0.29,0.21
ingex.csv,0.45,0.26,0.26,0.78,0.36,0.35,0.59,0.5,0.47
megasquirtavr.csv,0.46,0.54,0.26,0.53,0.34,0.27,0.55,0.41,0.24
owlapi.csv,0.31,0.27,0.15,0.5,0.56,0.55,0.55,0.49,0.36
piccolo2d.csv,0.32,0.3,0.49,0.17,0.56,0.32,0.48,0.65,0.41
servicestack.csv,0.0,0.0,0.0,0.02,0.15,0.23,0.0,0.27,0.67
tolven.csv,0.37,0.34,0.35,0.15,0.67,0.38,0.55,0.56,0.1
twostep.csv,0.49,0.39,0.26,0.59,0.51,0.36,0.52,0.86,0.53
wxlua.csv,0.48,0.28,0.15,0.93,0.18,0.14,0.38,0.28,0.39
