,f1,g,recall,precision,pf,wins
atlc.csv,0.42,0.445,0.66,0.32999999999999996,0.635,6
boost-sandbox.csv,0.405,0.435,0.6,0.33999999999999997,0.5449999999999999,7
clamav.csv,0.435,0.545,0.595,0.5,0.42,17
co-ode-owl-plugins.csv,0.395,0.42500000000000004,0.42500000000000004,0.41500000000000004,0.405,9
etherboot.csv,0.245,0.0,0.41500000000000004,0.355,0.32,0
freebios.csv,0.355,0.46,0.455,0.27,0.585,1
frogatto.csv,0.495,0.54,0.75,0.43999999999999995,0.58,16
glelite.csv,0.495,0.305,0.935,0.35,0.915,3
jasperreports.csv,0.45,0.41000000000000003,0.755,0.33,0.76,5
konversation.csv,0.395,0.41000000000000003,0.36,0.41000000000000003,0.265,10
miranda-icq.csv,0.46499999999999997,0.53,0.555,0.425,0.485,15
olap-navigator.csv,0.43,0.54,0.5900000000000001,0.375,0.52,14
pclasses.csv,0.32499999999999996,0.4,0.395,0.37,0.245,8
plato.csv,0.46499999999999997,0.2,0.955,0.315,0.95,2
re2c.csv,0.36,0.325,0.295,0.445,0.255,4
rebecca-aiml.csv,0.36,0.465,0.44,0.425,0.345,11
tzod.csv,0.405,0.475,0.46499999999999997,0.455,0.45,12
wxcrp.csv,0.415,0.36,0.61,0.43999999999999995,0.435,13
