,robocode.csv,zildo.csv,customsagetv.csv,myfaces.csv,k3b.csv
customsagetv.csv,0.0,0.11,0.96,0.1,0.0
k3b.csv,0.74,0.8,0.88,0.81,0.98
myfaces.csv,0.61,0.57,0.42,0.96,0.31
robocode.csv,0.91,0.57,0.5,0.46,0.36
zildo.csv,0.48,0.98,0.13,0.6,0.66
