,graphmak.csv,pdfedit.csv,hazelcast.csv,betoffice.csv,tart.csv,jrdf.csv,elvishrayrenderer.csv
betoffice.csv,0.5,0.77,1.0,0.53,0.66,0.64,0.67
elvishrayrenderer.csv,0.54,0.65,0.3,0.07,0.64,0.44,0.28
graphmak.csv,0.24,0.79,0.4,0.78,0.81,0.41,0.78
hazelcast.csv,0.85,0.56,0.0,0.47,0.58,0.64,0.39
jrdf.csv,0.41,0.26,0.1,0.07,0.27,0.22,0.17
pdfedit.csv,0.59,0.33,0.9,0.27,0.57,0.63,0.44
tart.csv,0.46,0.4,0.3,0.76,0.22,0.8,0.44
