,graphmak.csv,pdfedit.csv,hazelcast.csv,betoffice.csv,tart.csv,jrdf.csv,elvishrayrenderer.csv
betoffice.csv,0.16,0.79,0.78,0.64,0.6,0.53,0.76
elvishrayrenderer.csv,0.84,0.67,0.76,0.07,0.6,0.67,0.74
graphmak.csv,0.6,0.79,0.42,0.78,0.8,0.33,0.76
hazelcast.csv,0.92,0.6,0.91,0.56,0.6,0.93,0.5
jrdf.csv,0.2,0.26,0.49,0.02,0.2,0.8,0.29
pdfedit.csv,0.48,0.79,0.73,0.22,0.8,0.6,0.65
tart.csv,0.52,0.58,0.56,0.76,1.0,0.8,0.56
