,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,0.16,0.63,0.64,0.27,0.37,1.0,0.26,0.54,0.19,0.11,0.34,0.29,0.21
bdbbasic.csv,0.68,0.75,0.54,0.53,0.44,0.74,0.28,0.39,1.0,0.49,0.66,0.57,0.53
echongl.csv,0.56,0.72,0.57,0.53,0.59,0.39,0.34,0.55,0.54,0.99,0.66,0.46,0.53
etherboot.csv,0.54,0.4,0.23,0.35,0.96,0.22,0.42,0.41,0.48,0.37,0.55,0.29,0.53
freebios.csv,0.51,0.73,0.71,0.48,0.57,0.33,1.0,0.38,0.52,0.46,0.49,0.62,0.46
gebr.csv,0.4,0.3,0.58,0.56,0.53,0.21,0.45,0.98,0.53,0.21,0.6,0.55,0.64
gnukeda.csv,0.61,0.75,0.42,0.96,0.57,0.53,0.4,0.61,0.56,0.44,0.75,0.49,0.59
google-gears.csv,0.58,0.65,0.53,0.65,0.59,0.26,0.42,0.62,0.41,0.52,0.46,0.59,1.0
jnode.csv,0.0,0.06,0.84,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openmeetings.csv,0.52,1.0,0.61,0.4,0.31,0.47,0.07,0.41,0.3,0.21,0.6,0.51,0.48
pgui.csv,0.3,0.37,0.07,0.25,0.17,0.19,0.02,0.16,0.3,0.22,0.95,0.3,0.29
tradelink.csv,0.19,0.11,0.0,0.04,0.17,0.55,0.12,0.0,0.19,0.28,0.16,0.91,0.05
wxcrp.csv,0.97,0.48,0.66,0.16,0.17,0.54,0.02,0.17,0.3,0.17,0.42,0.37,0.21
