,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,0.94,0.68,0.54,0.93,0.69,0.68,0.77,0.52,0.67,0.94,0.9,0.59,0.88
bdbbasic.csv,0.42,0.67,0.59,0.48,0.44,0.45,0.72,0.58,0.6,0.37,0.45,0.47,0.49
echongl.csv,0.47,0.49,0.42,0.45,0.55,0.64,0.6,0.61,0.44,0.36,0.46,0.69,0.53
etherboot.csv,0.56,0.85,0.98,0.73,0.86,0.74,0.84,0.59,0.66,0.81,0.67,0.66,0.62
freebios.csv,0.48,0.51,0.5,0.57,0.53,0.49,0.61,0.69,0.49,0.59,0.55,0.47,0.62
gebr.csv,0.42,0.38,0.39,0.46,0.4,0.48,0.42,0.46,0.39,0.3,0.42,0.39,0.44
gnukeda.csv,0.53,0.53,0.62,0.59,0.47,0.47,0.6,0.59,0.64,0.35,0.49,0.52,0.59
google-gears.csv,0.41,0.49,0.56,0.46,0.4,0.96,0.45,0.44,0.74,0.4,0.68,0.41,0.5
jnode.csv,0.0,0.5,0.92,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openmeetings.csv,0.49,0.96,0.61,0.6,0.59,0.44,0.8,0.5,0.9,0.79,0.42,0.71,0.54
pgui.csv,0.95,0.93,0.97,0.91,0.92,0.82,0.5,0.94,0.88,0.85,0.73,0.93,0.8
tradelink.csv,0.86,0.67,0.9,0.67,0.88,0.83,0.9,0.5,0.75,0.86,0.96,0.94,0.8
wxcrp.csv,0.61,0.65,0.52,0.86,0.82,0.46,0.5,0.82,0.86,0.95,0.57,0.92,0.75
