,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,0.17,0.13,0.27,0.19,0.15,0.0,0.22,0.74,0.0,0.24,0.14,0.42,0.14
bdbbasic.csv,0.4,0.13,0.23,0.25,0.41,0.45,0.25,0.0,0.02,0.63,0.35,0.47,0.27
echongl.csv,0.73,0.32,0.71,0.69,0.54,0.8,0.39,0.45,0.78,0.0,0.57,0.27,0.59
etherboot.csv,0.57,0.23,0.11,0.31,0.0,0.34,0.35,0.84,0.47,0.11,0.45,0.39,0.49
freebios.csv,0.65,0.26,0.4,0.69,0.49,0.4,0.0,0.79,0.76,0.13,0.51,0.55,0.59
gebr.csv,0.88,0.92,0.69,0.75,0.79,0.95,0.82,0.0,0.8,0.95,0.76,0.69,0.7
gnukeda.csv,0.51,0.31,0.31,0.0,0.7,0.8,0.57,0.55,0.24,0.84,0.5,0.43,0.38
google-gears.csv,0.77,0.29,0.28,0.66,0.72,0.2,0.82,0.53,0.24,0.74,0.48,0.62,0.0
jnode.csv,0.0,0.01,0.0,0.03,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0
openmeetings.csv,0.27,0.01,0.41,0.19,0.34,0.2,0.04,0.13,0.1,0.39,0.45,0.25,0.46
pgui.csv,0.17,0.05,0.09,0.09,0.16,0.14,0.02,0.13,0.06,0.21,0.0,0.12,0.16
tradelink.csv,0.03,0.01,0.03,0.06,0.08,0.4,0.1,0.05,0.02,0.13,0.14,0.0,0.0
wxcrp.csv,0.01,0.6,0.7,0.06,0.13,0.25,0.02,0.08,0.04,0.13,0.27,0.09,0.08
