,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,8.0,1.0,13.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
bdbbasic.csv,4.0,3.0,41.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
echongl.csv,0.0,2.0,102.0,1.0,8.0,4.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0
etherboot.csv,4.0,17.0,0.0,1.0,0.0,7.0,0.0,0.0,11.0,0.0,3.0,1.0,0.0
freebios.csv,23.0,4.0,29.0,2.0,0.0,1.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0
gebr.csv,0.0,37.0,83.0,2.0,4.0,4.0,1.0,0.0,4.0,0.0,2.0,2.0,0.0
gnukeda.csv,5.0,7.0,34.0,0.0,4.0,2.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0
google-gears.csv,0.0,15.0,14.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0
jnode.csv,105.0,1.0,0.0,1.0,82.0,116.0,99.0,135.0,67.0,136.0,168.0,95.0,153.0
openmeetings.csv,3.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0
pgui.csv,3.0,1.0,32.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
tradelink.csv,0.0,1.0,411.0,1.0,2.0,3.0,1.0,135.0,1.0,0.0,1.0,0.0,0.0
wxcrp.csv,0.0,42.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
