,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,0.89,0.43,0.46,0.79,0.7,0.0,0.8,0.78,0.84,0.94,0.72,0.85,0.83
bdbbasic.csv,0.49,0.3,0.55,0.57,0.72,0.49,0.8,0.66,0.02,0.79,0.49,0.63,0.57
echongl.csv,0.77,0.42,0.76,0.78,0.65,0.94,0.8,0.63,0.79,0.01,0.61,0.64,0.73
etherboot.csv,0.71,0.68,0.82,0.76,0.05,0.88,0.71,0.9,0.71,0.68,0.63,0.83,0.68
freebios.csv,0.78,0.38,0.47,0.81,0.64,0.81,0.0,0.95,0.8,0.6,0.72,0.63,0.79
gebr.csv,0.88,0.92,0.74,0.77,0.8,0.95,0.87,0.03,0.8,0.95,0.76,0.76,0.71
gnukeda.csv,0.62,0.39,0.7,0.05,0.76,0.8,0.84,0.64,0.53,0.87,0.52,0.68,0.56
google-gears.csv,0.78,0.47,0.57,0.67,0.74,0.81,0.9,0.61,0.68,0.8,0.73,0.7,0.0
jnode.csv,1.0,0.95,0.19,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
openmeetings.csv,0.58,0.01,0.55,0.67,0.8,0.6,0.94,0.66,0.74,0.91,0.59,0.58,0.7
pgui.csv,0.76,0.68,0.94,0.8,0.88,0.85,0.98,0.88,0.74,0.84,0.06,0.75,0.77
tradelink.csv,0.84,0.91,1.0,0.98,0.87,0.61,0.9,1.0,0.84,0.77,0.88,0.11,0.96
wxcrp.csv,0.03,0.78,0.7,0.87,0.87,0.55,0.98,0.86,0.74,0.87,0.67,0.69,0.82
