,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,0.13,0.59,0.62,0.23,0.32,1.0,0.22,0.74,0.16,0.09,0.3,0.26,0.18
bdbbasic.csv,0.71,0.73,0.5,0.49,0.41,0.81,0.24,0.34,1.0,0.53,0.66,0.58,0.5
echongl.csv,0.77,0.73,0.75,0.64,0.64,0.51,0.31,0.55,0.84,0.99,0.77,0.42,0.57
etherboot.csv,0.58,0.36,0.19,0.31,0.95,0.19,0.39,0.67,0.47,0.32,0.55,0.26,0.53
freebios.csv,0.58,0.73,0.75,0.56,0.59,0.3,1.0,0.48,0.74,0.41,0.49,0.68,0.48
gebr.csv,0.97,1.0,0.75,0.82,0.86,0.97,0.73,0.97,0.89,0.97,0.96,0.68,0.89
gnukeda.csv,0.65,0.77,0.38,0.95,0.73,0.92,0.39,0.67,0.53,0.8,0.85,0.47,0.58
google-gears.csv,0.94,0.64,0.5,0.85,0.82,0.22,0.63,0.68,0.37,0.69,0.45,0.68,1.0
jnode.csv,0.0,0.05,0.81,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openmeetings.csv,0.48,1.0,0.62,0.36,0.27,0.43,0.06,0.36,0.26,0.18,0.62,0.47,0.47
pgui.csv,0.26,0.32,0.06,0.21,0.14,0.16,0.02,0.13,0.26,0.19,0.94,0.26,0.25
tradelink.csv,0.16,0.09,0.0,0.03,0.14,0.54,0.1,0.0,0.16,0.24,0.13,0.89,0.04
wxcrp.csv,0.97,0.5,0.94,0.13,0.14,0.51,0.02,0.14,0.26,0.14,0.38,0.32,0.18
