,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,freebios.csv,gebr.csv,bdbbasic.csv,echongl.csv,pgui.csv,tradelink.csv,google-gears.csv
aufs.csv,0.24,0.42,0.09,0.6,0.44,1.0,0.5,0.72,1.0,0.5,0.45,0.14,0.81
bdbbasic.csv,0.42,0.48,0.08,0.7,0.26,0.45,0.48,1.0,0.95,0.68,0.42,0.23,0.85
echongl.csv,0.3,0.27,0.04,0.53,0.3,0.23,0.43,0.76,0.3,1.0,0.34,0.28,0.75
etherboot.csv,0.3,0.21,0.07,0.55,1.0,0.21,0.51,0.67,0.28,0.89,0.32,0.14,0.78
freebios.csv,0.27,0.31,0.07,0.5,0.3,0.26,1.0,0.61,0.27,0.89,0.27,0.24,0.72
gebr.csv,0.31,0.15,0.04,0.57,0.28,0.32,0.46,1.0,0.3,0.73,0.33,0.2,0.8
gnukeda.csv,0.34,0.29,0.05,1.0,0.27,0.35,0.4,0.76,0.45,0.71,0.4,0.21,0.83
google-gears.csv,0.33,0.26,0.07,0.61,0.29,0.33,0.42,0.77,0.37,0.71,0.26,0.21,1.0
jnode.csv,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openmeetings.csv,0.43,0.96,0.06,0.7,0.22,0.5,0.6,0.88,0.5,0.55,0.35,0.32,0.76
pgui.csv,0.38,0.5,0.03,0.73,0.23,0.35,0.5,0.72,0.62,0.7,1.0,0.36,0.83
tradelink.csv,0.71,0.67,0.0,0.33,0.38,0.38,0.5,0.0,0.75,0.83,0.26,1.0,1.0
wxcrp.csv,0.97,0.12,0.05,0.71,0.27,0.49,0.5,0.82,0.71,0.74,0.35,0.46,0.88
