,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,proftp.csv,echongl.csv,tycho.csv,xpontus.csv,unicase.csv,uclmda.csv
echongl.csv,0.82,0.48,0.76,0.83,0.84,0.82,0.45,0.36,0.9,0.97,0.64,0.0
ivatamasks.csv,0.38,0.44,0.36,0.43,0.45,0.54,0.54,0.37,0.42,0.41,0.38,0.81
orc.csv,0.5,0.93,0.94,0.95,0.42,0.45,0.0,0.0,0.0,0.43,0.53,0.43
plato.csv,0.41,0.42,0.33,0.49,0.56,0.46,0.42,0.0,0.89,0.41,0.44,0.96
proftp.csv,0.75,0.47,0.63,0.47,0.78,0.36,0.43,0.95,0.75,0.48,0.49,0.76
tycho.csv,0.4,0.51,0.54,0.51,0.6,0.83,0.79,0.48,0.56,0.53,0.45,0.96
uclmda.csv,0.75,0.86,0.74,0.0,0.96,0.75,0.52,0.89,0.45,0.83,0.97,0.26
umber.csv,0.61,0.89,0.44,0.4,0.91,0.64,0.67,0.29,0.86,0.91,0.99,0.96
unicase.csv,0.4,0.41,0.42,0.48,0.6,0.5,0.65,0.31,0.0,0.4,0.44,0.75
vienna-add-in.csv,0.51,0.39,0.31,0.43,0.53,0.43,0.4,0.29,0.4,0.42,0.45,0.33
wpdev.csv,0.34,0.39,0.29,0.43,0.4,0.43,0.4,0.29,0.42,0.36,0.39,0.26
