,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,proftp.csv,echongl.csv,tycho.csv,xpontus.csv,unicase.csv,uclmda.csv
echongl.csv,0.31,1.0,0.32,0.62,0.15,0.12,0.86,0.03,0.39,0.25,0.32,0.0
ivatamasks.csv,0.71,0.5,0.79,0.0,0.88,0.75,0.73,0.87,0.89,0.74,0.65,1.0
orc.csv,0.84,0.0,0.0,0.21,0.95,1.0,0.0,0.0,0.0,0.83,0.87,0.67
plato.csv,0.96,1.0,0.9,0.7,0.66,0.0,0.97,0.0,0.21,0.84,0.83,0.67
proftp.csv,0.16,0.0,0.26,0.23,0.22,0.5,0.03,0.13,0.04,0.41,0.2,0.33
tycho.csv,0.78,0.0,0.46,0.74,0.39,0.0,0.16,0.32,0.0,0.47,0.87,0.17
uclmda.csv,0.05,0.0,0.32,0.0,0.2,0.25,0.3,0.16,0.79,0.05,0.09,0.0
umber.csv,0.0,0.0,0.52,0.38,0.02,0.5,0.05,1.0,0.04,0.09,0.07,0.17
unicase.csv,0.56,0.5,0.56,0.83,0.51,0.38,0.59,0.92,0.0,0.75,0.02,0.5
vienna-add-in.csv,0.35,1.0,0.93,1.0,0.02,1.0,1.0,1.0,1.0,0.75,0.6,0.67
wpdev.csv,1.0,0.0,1.0,1.0,1.0,0.88,1.0,1.0,0.86,1.0,1.0,1.0
