,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,proftp.csv,echongl.csv,tycho.csv,xpontus.csv,unicase.csv,uclmda.csv
echongl.csv,5.0,0.0,34.0,1.0,0.0,0.0,2.0,0.0,0.0,117.0,0.0,0.0
ivatamasks.csv,2.0,0.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,70.0,1.0,2.0
orc.csv,4.0,0.0,0.0,0.0,0.0,0.0,66.0,136.0,0.0,78.0,0.0,0.0
plato.csv,4.0,0.0,16.0,0.0,0.0,0.0,2.0,136.0,0.0,85.0,1.0,2.0
proftp.csv,5.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0
tycho.csv,4.0,0.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,117.0,0.0,1.0
uclmda.csv,2.0,0.0,41.0,0.0,0.0,1.0,0.0,4.0,0.0,117.0,5.0,0.0
umber.csv,0.0,0.0,50.0,2.0,0.0,0.0,1.0,0.0,0.0,117.0,1.0,0.0
unicase.csv,3.0,0.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,117.0,0.0,1.0
vienna-add-in.csv,8.0,0.0,16.0,2.0,0.0,0.0,2.0,0.0,0.0,117.0,0.0,2.0
wpdev.csv,4.0,0.0,17.0,2.0,0.0,0.0,2.0,0.0,0.0,96.0,0.0,2.0
