,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,proftp.csv,echongl.csv,tycho.csv,xpontus.csv,unicase.csv,uclmda.csv
echongl.csv,0.24,0.82,0.15,0.42,0.44,0.38,0.59,0.99,0.33,0.0,0.5,0.01
ivatamasks.csv,0.49,0.93,0.15,0.99,0.71,0.63,0.54,0.71,0.72,0.02,0.78,0.39
orc.csv,0.06,0.18,1.0,0.18,0.63,0.84,0.0,0.0,0.06,0.02,0.64,0.71
plato.csv,0.15,0.95,0.14,0.72,0.72,0.99,0.61,0.0,0.45,0.02,0.79,0.22
proftp.csv,0.4,0.54,0.24,0.64,0.26,0.56,0.93,0.28,0.15,0.0,0.57,0.35
tycho.csv,0.43,0.77,0.1,0.7,0.43,0.25,0.36,0.62,0.99,0.0,0.79,0.24
uclmda.csv,0.09,0.1,0.06,0.02,0.35,0.09,0.45,0.06,0.64,0.0,0.06,1.0
umber.csv,0.97,0.4,0.15,0.71,0.21,0.26,0.06,0.84,0.29,0.0,0.26,0.27
unicase.csv,0.51,0.94,0.26,0.74,0.51,0.75,0.45,0.82,0.06,0.0,0.99,0.01
vienna-add-in.csv,0.64,0.99,0.18,0.8,0.99,0.9,0.62,0.84,0.7,0.0,0.75,0.81
wpdev.csv,0.41,1.0,0.19,0.81,0.8,0.92,0.62,0.84,0.74,0.02,0.84,0.98
