,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,sigil.csv,pcsx2.csv,img-browse-sort.csv,enzo.csv,doomlegacy.csv,salasaga.csv,pi-qmc.csv,open-ms.csv,skia.csv
decidr.csv,0.47,0.34,0.38,0.38,0.42,0.42,0.41,0.32,0.42,0.4,0.49,0.45,0.43,0.29,0.43,0.35,0.53,0.42,0.43,0.37
doomlegacy.csv,0.4,0.67,0.43,0.5,0.44,0.41,0.38,0.93,0.75,0.41,0.51,0.45,0.48,0.59,0.5,0.37,0.64,0.41,0.56,0.5
elmo.csv,0.54,0.57,0.87,0.79,0.62,0.89,0.78,0.51,0.51,0.8,0.93,0.88,0.84,0.55,0.5,0.43,0.95,0.5,0.64,0.5
enzo.csv,0.36,0.48,0.42,0.37,0.4,0.46,0.36,0.32,0.39,0.41,0.4,0.49,0.39,0.29,0.36,0.36,0.49,0.45,0.4,0.38
gpac.csv,0.9,0.5,0.44,0.39,0.99,0.43,0.35,0.49,0.44,0.38,0.46,0.44,0.45,0.3,0.74,0.94,0.53,0.41,0.66,0.4
img-browse-sort.csv,0.43,0.39,0.57,0.46,0.6,0.52,0.43,0.44,0.52,0.41,0.49,0.47,0.47,0.56,0.89,0.75,0.51,0.88,0.52,0.47
ktc.csv,0.4,0.42,0.41,0.88,0.54,0.6,0.46,0.4,0.43,0.53,0.83,0.41,0.39,0.29,0.48,0.39,0.41,0.62,0.5,0.5
neoengine.csv,0.64,0.51,0.45,0.52,0.76,0.53,0.43,0.32,0.38,0.42,0.93,0.45,0.41,0.4,0.51,0.39,0.53,0.65,0.54,0.4
nicepress.csv,0.42,0.48,0.44,0.51,0.44,0.49,0.38,0.34,0.44,0.53,0.44,0.47,0.45,0.37,0.33,0.56,0.45,0.47,0.41,0.48
open-ms.csv,0.4,0.44,0.49,0.83,0.51,0.74,0.45,0.94,0.88,0.75,0.74,0.51,0.49,0.35,0.93,0.33,0.53,0.56,0.57,0.52
pcsx2.csv,0.46,0.49,0.97,0.42,0.98,0.54,0.54,0.42,0.41,0.48,0.9,0.92,0.47,0.5,0.47,0.93,0.53,0.75,0.4,0.48
pi-qmc.csv,0.52,0.5,0.39,0.37,0.64,0.4,0.49,0.3,0.44,0.39,0.45,0.43,0.38,0.3,0.41,0.35,0.45,0.54,0.44,0.37
rosegarden.csv,0.38,0.42,0.46,0.56,0.56,0.49,0.4,0.46,0.53,0.65,0.73,0.49,0.45,0.4,0.37,0.34,0.46,0.48,0.43,0.5
salasaga.csv,0.53,0.83,0.42,0.54,0.58,0.47,0.38,0.32,0.43,0.4,0.49,0.54,0.4,0.45,0.91,0.57,0.43,0.69,0.57,0.4
sigil.csv,0.43,0.48,0.49,0.55,0.62,0.51,0.4,0.94,0.88,0.4,0.53,0.43,0.53,0.46,0.62,0.76,0.67,0.62,0.63,0.52
skia.csv,0.48,0.64,0.61,0.53,0.59,0.68,0.54,0.46,0.54,0.5,0.54,0.5,0.51,0.33,0.48,0.59,0.61,0.67,0.44,0.48
smarttag.csv,0.42,0.43,0.44,0.45,0.43,0.46,0.55,0.58,0.91,0.56,0.45,0.47,0.45,0.53,0.41,0.34,0.94,0.62,0.43,0.51
sylpheed-claws.csv,0.36,0.5,0.42,0.35,0.4,0.42,0.36,0.37,0.45,0.39,0.44,0.44,0.43,0.29,0.43,0.35,0.53,0.42,0.39,0.37
xemeiah.csv,0.43,0.54,0.39,0.61,0.52,0.47,0.35,0.32,0.39,0.38,0.53,0.44,0.41,0.32,0.52,0.43,0.38,0.5,0.48,0.39
zscreen.csv,0.45,0.88,0.6,0.47,0.6,0.55,0.48,0.94,0.95,0.78,0.51,0.49,0.52,0.39,0.44,0.49,0.51,0.83,0.54,0.47
