,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.89,0.47,0.57,0.67,0.96,0.59,0.55,0.48,0.77,0.64,0.85,0.51,0.43,0.72,0.52,0.65,0.7,0.64,0.48,0.88
apertium.csv,0.33,0.88,0.78,0.57,0.47,0.38,0.5,0.0,0.42,0.51,0.66,0.59,0.74,0.39,0.79,0.39,0.44,0.71,0.0,0.44
beast-mcmc.csv,0.54,0.38,0.4,0.52,0.55,0.42,0.42,0.39,0.51,0.41,0.4,0.45,0.35,0.36,0.42,0.42,0.56,0.48,0.46,0.41
bigdata.csv,0.87,0.93,0.48,0.7,0.53,0.43,0.63,0.37,0.47,0.68,0.8,0.44,0.41,0.44,0.35,0.45,0.75,0.78,0.72,0.55
cuberok.csv,0.73,0.42,0.6,0.64,0.76,0.47,0.52,0.56,0.65,0.62,0.78,0.44,0.39,0.65,0.52,0.49,0.48,0.78,0.45,0.47
exist.csv,0.37,0.36,0.4,0.48,0.47,0.38,0.36,0.37,0.4,0.43,0.42,0.36,0.41,0.39,0.33,0.45,0.33,0.45,0.44,0.38
icescrum.csv,0.55,0.5,0.52,0.67,0.59,0.58,0.45,0.41,0.46,0.48,0.49,0.8,0.71,0.39,0.71,0.52,0.48,0.47,0.53,0.53
jbasic.csv,0.4,0.46,0.43,0.66,0.47,0.45,0.4,0.55,0.4,0.51,0.43,0.46,0.36,0.38,0.86,0.52,0.36,0.44,0.47,0.36
jgnash.csv,0.48,0.44,0.36,0.38,0.38,0.58,0.43,0.43,0.59,0.52,0.52,0.38,0.51,0.53,0.34,0.43,0.38,0.41,0.5,0.32
jrefactory.csv,0.44,0.6,0.5,0.54,0.65,0.89,0.7,0.42,0.79,0.65,0.62,0.45,0.95,0.8,0.39,0.92,0.34,0.44,0.5,0.57
jsecurity.csv,0.96,0.56,0.51,0.46,0.92,0.42,0.64,0.61,0.47,0.88,0.91,0.82,0.51,0.53,0.88,0.79,0.86,0.87,0.8,0.88
libopenmetaverse.csv,0.33,0.36,0.38,0.46,0.46,0.5,0.36,0.41,0.41,0.43,0.46,0.41,0.46,0.35,0.35,0.4,0.32,0.47,0.48,0.31
mobicents.csv,0.39,0.4,0.4,0.59,0.53,0.43,0.44,0.44,0.42,0.43,0.56,0.43,0.36,0.36,0.55,0.4,0.36,0.47,0.46,0.34
mp-rechnungs-und-kundenverwaltung.csv,0.39,0.53,0.48,0.61,0.79,0.88,0.59,0.54,0.84,0.43,0.45,0.75,0.9,0.48,0.5,0.53,0.56,0.57,0.86,0.57
opendvr.csv,0.6,0.45,0.66,0.72,0.67,0.35,0.5,0.9,0.44,0.55,0.68,0.86,0.35,0.41,0.77,0.48,0.89,0.86,0.84,0.56
openefm.csv,0.63,0.49,0.58,0.67,0.9,0.87,0.44,0.5,0.66,0.8,0.74,0.71,0.51,0.64,0.48,0.96,0.88,0.59,0.5,0.36
sidekar.csv,0.0,0.63,0.0,0.0,0.53,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0
wheat.csv,0.55,0.5,0.76,0.81,0.72,0.69,0.56,0.43,0.46,0.66,0.45,0.69,0.39,0.48,0.5,0.59,0.89,0.62,0.49,0.48
wsmt.csv,0.97,0.83,0.83,0.95,0.5,0.8,0.89,0.67,0.94,0.89,0.88,0.91,0.97,0.94,0.75,0.98,0.62,0.67,0.88,0.5
yarp0.csv,0.37,0.46,0.53,0.49,0.51,0.39,0.52,0.49,0.65,0.45,0.5,0.5,0.51,0.34,0.5,0.52,0.36,0.5,0.5,0.57
