,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.3,0.81,0.63,0.7,0.21,0.37,0.69,0.49,0.41,0.76,0.34,0.68,0.82,0.4,0.5,0.59,0.33,0.24,0.89,0.09
apertium.csv,0.87,0.12,0.16,0.28,0.61,0.77,0.39,0.0,0.64,0.38,0.21,0.32,0.11,0.54,0.29,0.76,0.67,0.45,0.0,0.5
beast-mcmc.csv,0.23,0.52,0.84,0.41,0.55,0.71,0.5,0.69,0.57,0.45,0.84,0.82,0.92,0.82,0.54,0.51,0.43,0.56,0.79,0.66
bigdata.csv,0.12,0.1,0.47,0.28,0.42,0.54,0.28,1.0,0.39,0.18,0.07,0.79,0.46,0.38,0.96,0.54,0.17,0.29,0.57,0.34
cuberok.csv,0.27,0.61,0.34,0.38,0.24,0.66,0.48,0.31,0.32,0.2,0.31,0.79,0.75,0.35,0.58,0.54,0.43,0.17,0.98,0.38
exist.csv,0.77,0.99,0.84,0.78,0.34,0.86,0.97,0.77,0.99,0.88,0.84,0.79,0.25,0.77,0.75,0.3,0.97,0.5,1.0,0.78
icescrum.csv,0.27,0.33,0.26,0.27,0.16,0.23,0.37,0.31,0.53,0.29,0.41,0.16,0.13,0.52,0.12,0.27,0.67,0.3,0.26,0.16
jbasic.csv,0.65,0.42,0.82,0.37,0.66,0.66,0.74,0.34,0.68,0.38,0.91,0.47,0.89,0.83,0.17,0.24,0.77,0.59,0.91,0.78
jgnash.csv,0.4,0.48,0.45,0.44,0.55,0.26,0.48,0.66,0.19,0.18,0.24,0.42,0.31,0.26,0.71,0.59,0.73,0.39,0.23,0.91
jrefactory.csv,0.76,0.63,0.42,0.82,0.61,0.11,0.43,0.51,0.43,0.41,0.53,0.37,0.11,0.33,0.54,0.19,0.93,0.29,0.34,0.47
jsecurity.csv,0.14,0.21,0.47,0.23,0.08,0.57,0.26,0.37,0.59,0.03,0.12,0.21,0.4,0.42,0.17,0.14,0.2,0.11,0.06,0.12
libopenmetaverse.csv,1.0,0.99,0.97,1.0,0.92,0.29,1.0,0.86,0.99,1.0,0.67,0.82,0.49,0.99,1.0,1.0,1.0,0.68,0.36,0.97
mobicents.csv,0.51,0.52,0.55,0.22,0.11,0.8,0.34,0.8,0.38,0.59,0.4,0.76,0.82,0.58,0.54,0.43,0.77,0.74,0.91,0.94
mp-rechnungs-und-kundenverwaltung.csv,0.78,0.31,0.74,0.62,0.13,0.11,0.31,0.2,0.25,0.95,0.55,0.03,0.14,0.33,0.04,0.43,0.4,0.11,0.06,0.22
opendvr.csv,0.23,0.36,0.42,0.14,0.16,1.0,0.31,0.14,0.52,0.32,0.28,0.11,0.88,0.61,0.17,0.41,0.17,0.35,0.25,0.19
openefm.csv,0.37,0.27,0.55,0.31,0.08,0.17,0.69,0.31,0.4,0.05,0.28,0.26,0.53,0.47,0.38,0.08,0.13,0.2,0.34,0.62
sidekar.csv,0.0,0.22,0.0,0.0,0.18,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0
wheat.csv,0.51,0.49,0.53,0.38,0.29,0.43,0.56,0.31,0.63,0.62,0.69,0.21,0.75,0.67,0.29,0.7,0.1,0.27,0.51,0.41
wsmt.csv,0.12,0.28,0.11,0.11,0.0,0.03,0.34,0.06,0.11,0.17,0.12,0.24,0.14,0.13,0.04,0.19,0.2,0.02,0.13,0.06
yarp0.csv,0.84,0.61,0.53,0.85,0.53,0.86,0.37,0.71,0.23,0.94,0.5,0.24,0.41,0.82,0.54,0.65,0.97,0.71,0.34,0.38
