,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.3,0.34,0.62,0.21,0.34,0.56,0.52,0.47,0.25,0.46,0.24,0.42,0.62,0.32,0.49,0.66,0.45,0.7,0.45,0.37
apertium.csv,0.42,0.36,0.35,0.36,0.72,0.63,0.48,0.09,0.21,0.72,0.7,0.3,0.4,0.51,0.33,0.74,0.36,0.29,0.0,0.41
beast-mcmc.csv,0.64,0.55,0.54,0.41,0.65,0.61,0.61,0.47,0.29,0.72,0.47,0.43,0.72,0.48,0.61,0.8,0.4,0.56,0.46,0.57
bigdata.csv,0.41,0.3,0.52,0.31,0.68,0.59,0.48,0.56,0.26,0.3,0.07,0.39,0.68,0.41,0.71,0.84,0.43,0.36,0.32,0.46
cuberok.csv,0.4,0.49,0.32,0.27,0.36,0.58,0.44,0.65,0.33,0.43,0.35,0.33,0.69,0.31,0.42,0.71,0.78,0.47,0.46,0.37
exist.csv,0.47,0.5,0.74,0.36,0.74,0.64,0.67,0.56,0.26,0.64,0.34,0.47,0.8,0.5,0.65,0.61,0.71,0.53,0.45,0.51
icescrum.csv,0.59,0.49,0.51,0.33,0.61,0.4,0.6,0.5,0.27,0.7,0.52,0.31,0.46,0.52,0.52,0.57,0.23,0.46,0.24,0.74
jbasic.csv,0.47,0.49,0.5,0.33,0.76,0.61,0.65,0.45,0.28,0.73,0.46,0.38,0.73,0.48,0.17,0.55,0.37,0.48,0.44,0.56
jgnash.csv,0.39,0.52,0.57,0.44,0.71,0.5,0.56,0.47,0.46,0.33,0.37,0.48,0.48,0.49,0.64,0.78,0.73,0.46,0.21,0.48
jrefactory.csv,0.25,0.39,0.72,0.25,0.42,0.22,0.39,0.49,0.17,0.35,0.19,0.42,0.18,0.26,0.54,0.28,0.7,0.5,0.33,0.3
jsecurity.csv,0.36,0.55,0.4,0.5,0.26,0.58,0.47,0.25,0.25,0.17,0.22,0.22,0.63,0.38,0.22,0.42,0.05,0.29,0.15,0.3
libopenmetaverse.csv,0.42,0.5,0.73,0.32,0.79,0.65,0.67,0.47,0.26,0.66,0.55,0.48,0.53,0.47,0.7,0.94,0.7,0.54,0.26,0.53
mobicents.csv,0.53,0.54,0.53,0.38,0.67,0.49,0.68,0.57,0.35,0.7,0.37,0.45,0.74,0.52,0.56,0.73,0.71,0.49,0.46,0.52
mp-rechnungs-und-kundenverwaltung.csv,0.36,0.43,0.55,0.25,0.5,0.18,0.54,0.34,0.21,0.66,0.59,0.3,0.27,0.51,0.07,0.65,0.68,0.45,0.28,0.42
opendvr.csv,0.54,0.52,0.32,0.41,0.56,0.63,0.59,0.31,0.28,0.5,0.36,0.26,0.74,0.44,0.44,0.7,0.18,0.34,0.51,0.57
openefm.csv,0.42,0.66,0.34,0.3,0.19,0.35,0.6,0.43,0.27,0.06,0.54,0.27,0.6,0.33,0.55,0.15,0.19,0.46,0.33,0.58
sidekar.csv,0.0,0.4,0.0,0.0,0.81,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0
wheat.csv,0.41,0.41,0.39,0.27,0.56,0.43,0.53,0.47,0.24,0.5,0.51,0.34,0.72,0.4,0.7,0.69,0.27,0.58,0.39,0.55
wsmt.csv,0.2,0.35,0.07,0.13,0.06,0.2,0.32,0.08,0.09,0.36,0.06,0.15,0.24,0.12,0.19,0.31,0.78,0.09,0.07,0.0
yarp0.csv,0.36,0.43,0.52,0.32,0.73,0.58,0.6,0.41,0.29,0.63,0.6,0.61,0.63,0.49,0.59,0.67,0.55,0.5,0.26,0.45
