,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.24,0.23,0.47,0.51,0.34,0.46
empyrean.csv,0.16,0.0,0.0,0.0,0.0,0.11
impala.csv,0.39,0.35,0.32,0.26,0.49,0.43
multitude.csv,0.76,0.72,0.78,0.96,0.29,0.55
nutz.csv,0.53,0.75,0.21,0.34,0.88,0.91
pi-qmc.csv,0.45,0.33,0.3,0.66,0.31,0.12
