,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.6,0.44,0.7,0.59,0.45,0.53
empyrean.csv,0.62,0.0,0.0,0.0,0.0,0.86
impala.csv,0.59,0.67,0.93,0.82,0.54,0.58
multitude.csv,0.43,0.4,0.48,0.34,0.45,0.46
nutz.csv,0.68,0.6,0.51,0.72,0.53,0.46
pi-qmc.csv,0.53,0.44,0.46,0.37,0.64,0.52
