,recall,precision,pf,wins
apertium.csv,0.56,0.52,0.39,13
beast-mcmc.csv,0.75,0.55,0.63,10
bigdata.csv,0.62,0.55,0.49,12
codesmith.csv,0.67,0.48,0.66,4
coot.csv,0.44,0.3,0.54,1
cuberok.csv,0.5,0.5,0.47,8
icescrum.csv,0.45,0.62,0.27,17
jbasic.csv,0.83,0.5,0.67,9
jrefactory.csv,0.49,0.43,0.49,5
jsecurity.csv,0.3,0.6,0.24,15
kolmafia.csv,0.74,0.55,0.57,11
libopenmetaverse.csv,0.98,0.51,0.97,2
mevenide.csv,0.18,0.67,0.07,18
mobicents.csv,0.74,0.45,0.64,7
opendvr.csv,0.63,0.52,0.4,14
power-architect.csv,0.9,0.51,0.86,3
sidekar.csv,0.0,0.0,0.0,0
ta3d.csv,0.25,0.57,0.15,16
thedata.csv,0.69,0.51,0.68,6
