,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,power-architect.csv,bigdata.csv,kolmafia.csv,opendvr.csv,mevenide.csv,coot.csv,icescrum.csv,codesmith.csv,ta3d.csv,thedata.csv
apertium.csv,0.91,0.25,0.54,0.88,0.64,0.56,0.05,0.67,0.76,0.67,0.65,0.87,0.0,0.31,0.05,0.74,0.41,0.0,0.25
beast-mcmc.csv,0.7,0.67,0.87,0.67,0.75,0.64,0.73,0.75,0.8,0.85,0.77,0.68,0.86,0.86,0.98,0.84,0.58,0.97,0.5
bigdata.csv,0.47,0.49,0.62,0.69,0.72,0.48,1.0,0.19,0.08,0.52,0.72,0.51,0.73,0.41,0.78,0.53,0.75,0.97,0.75
codesmith.csv,0.42,0.76,0.46,0.81,0.67,0.75,0.68,0.9,0.04,0.69,0.42,0.21,0.82,0.17,0.42,0.63,0.88,0.6,1.0
coot.csv,0.36,0.67,0.62,0.67,0.03,0.43,0.59,0.22,0.48,0.48,0.44,0.02,0.0,0.83,0.7,0.37,0.36,0.0,0.5
cuberok.csv,0.52,0.25,0.46,0.33,0.69,0.46,0.77,0.3,0.44,0.41,0.61,0.66,1.0,0.66,0.28,0.68,0.27,0.74,0.5
icescrum.csv,0.71,0.37,0.38,0.48,0.31,0.57,0.5,0.7,0.68,0.44,0.38,0.45,0.27,0.62,0.45,0.89,0.16,0.46,0.25
jbasic.csv,0.83,0.57,0.56,0.88,0.64,0.84,0.55,0.78,0.92,0.89,0.43,0.81,0.91,0.97,0.85,0.89,0.34,0.94,0.75
jrefactory.csv,0.44,0.65,0.62,0.28,0.11,0.3,0.55,0.37,0.68,0.11,0.18,0.32,0.45,0.72,0.57,0.53,0.78,0.49,1.0
jsecurity.csv,0.3,0.39,0.69,0.25,0.47,0.45,0.36,0.27,0.2,0.28,0.29,0.47,0.18,0.14,0.72,0.21,0.72,0.49,0.25
kolmafia.csv,0.79,0.9,0.74,0.48,0.47,0.62,0.82,0.59,1.0,0.85,0.66,0.74,0.45,0.93,0.72,1.0,0.31,0.63,0.75
libopenmetaverse.csv,0.98,1.0,1.0,0.97,0.56,0.98,0.68,1.0,0.92,0.8,0.99,0.62,0.27,1.0,1.0,1.0,0.5,0.69,1.0
mevenide.csv,0.2,0.24,0.15,0.12,0.11,0.18,0.23,0.21,0.24,0.09,0.18,0.06,0.09,0.79,0.08,0.32,0.05,0.14,0.25
mobicents.csv,0.85,0.51,0.46,0.56,0.67,0.67,0.91,0.98,0.68,0.74,0.67,0.89,0.95,0.52,0.95,0.89,0.23,0.83,0.75
opendvr.csv,0.68,0.33,0.44,0.55,0.97,0.63,0.36,0.68,0.4,0.91,0.68,0.98,0.68,0.14,0.7,0.53,0.38,0.63,0.25
power-architect.csv,0.77,0.9,0.9,0.86,0.94,0.92,1.0,0.57,0.72,0.81,0.84,0.96,1.0,0.76,0.95,1.0,1.0,1.0,0.5
sidekar.csv,0.0,0.0,0.0,0.83,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,1.0,0.07,0.0,0.0,0.0,0.0,0.0
ta3d.csv,0.27,0.31,0.08,0.16,0.11,0.23,0.64,0.38,0.52,0.3,0.22,0.68,0.0,0.21,0.05,0.32,0.05,0.69,0.25
thedata.csv,0.82,0.65,0.51,0.73,0.39,0.68,0.59,0.84,0.8,0.76,0.69,0.81,0.45,0.55,0.72,0.47,0.34,0.91,1.0
