,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,power-architect.csv,bigdata.csv,kolmafia.csv,opendvr.csv,mevenide.csv,coot.csv,icescrum.csv,codesmith.csv,ta3d.csv,thedata.csv
apertium.csv,0.77,0.24,0.36,0.61,0.6,0.48,0.06,0.3,0.29,0.71,0.7,0.82,0.0,0.15,0.05,0.44,0.47,0.0,0.39
beast-mcmc.csv,0.22,0.82,0.58,0.61,0.63,0.5,0.83,0.45,0.86,0.86,0.49,0.49,0.81,0.76,1.0,0.72,0.32,1.0,0.47
bigdata.csv,0.19,0.42,0.35,0.63,0.66,0.35,1.0,0.12,0.16,0.43,0.49,0.33,0.81,0.2,0.68,0.66,0.53,1.0,0.66
codesmith.csv,0.35,0.71,0.31,0.71,0.66,0.85,0.83,0.94,0.0,0.86,0.35,0.36,0.89,0.48,0.73,0.59,0.29,0.69,0.6
coot.csv,0.68,0.34,0.86,0.79,0.0,0.64,0.57,0.53,0.62,0.57,0.54,0.08,0.0,0.8,0.27,0.5,0.21,0.0,0.76
cuberok.csv,0.27,0.34,0.37,0.24,0.66,0.47,0.23,0.17,0.33,0.43,0.49,0.79,0.98,0.68,0.38,0.5,0.56,0.62,0.55
icescrum.csv,0.29,0.24,0.27,0.16,0.26,0.37,0.34,0.32,0.4,0.21,0.22,0.28,0.26,0.32,0.35,0.22,0.12,0.38,0.16
jbasic.csv,0.64,0.84,0.56,0.68,0.66,0.74,0.43,0.38,0.9,0.93,0.19,0.67,0.89,0.66,0.76,0.78,0.53,0.75,0.37
jrefactory.csv,0.76,0.29,0.8,0.63,0.09,0.36,0.66,0.48,0.78,0.14,0.14,0.18,0.49,0.62,0.32,0.62,0.91,0.31,0.95
jsecurity.csv,0.1,0.58,0.21,0.16,0.4,0.32,0.46,0.12,0.38,0.07,0.24,0.31,0.13,0.15,0.41,0.06,0.53,0.5,0.03
kolmafia.csv,0.7,0.79,0.57,0.29,0.4,0.46,0.43,0.44,0.91,0.86,0.62,0.31,0.3,0.67,0.54,0.97,0.74,0.38,0.98
libopenmetaverse.csv,1.0,0.97,1.0,0.92,0.31,1.0,0.83,1.0,0.71,1.0,1.0,0.54,0.36,1.0,0.97,0.97,0.18,0.44,0.98
mevenide.csv,0.06,0.16,0.11,0.0,0.09,0.07,0.06,0.06,0.05,0.07,0.11,0.03,0.02,0.22,0.05,0.12,0.26,0.06,0.1
mobicents.csv,0.45,0.53,0.17,0.16,0.94,0.33,0.77,0.7,0.47,0.64,0.51,0.74,0.91,0.27,0.89,0.84,0.53,0.88,0.87
opendvr.csv,0.4,0.58,0.15,0.34,1.0,0.37,0.31,0.61,0.28,0.93,0.73,1.0,0.28,0.16,0.54,0.28,0.59,0.75,0.15
power-architect.csv,0.82,0.92,0.57,0.68,0.97,0.87,0.97,0.53,0.59,0.21,0.86,0.9,1.0,0.73,0.86,1.0,1.0,1.0,0.81
sidekar.csv,0.0,0.0,0.0,0.21,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,0.0
ta3d.csv,0.15,0.16,0.17,0.11,0.09,0.12,0.46,0.09,0.17,0.14,0.19,0.46,0.0,0.1,0.05,0.12,0.29,0.5,0.65
thedata.csv,0.78,0.61,0.56,0.68,0.37,0.77,0.69,0.88,0.6,0.86,0.73,0.95,0.47,0.74,0.57,0.16,0.35,0.88,0.08
