,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,59.0,18.0,0.0,3.0,0.0,0.0,0.0
encog-java.csv,0.0,12.0,0.0,0.0,0.0,0.0,0.0
h2database.csv,16.0,0.0,0.0,3.0,0.0,0.0,0.0
haphazard.csv,6.0,1.0,0.0,8.0,0.0,0.0,0.0
jaql.csv,6.0,10.0,1.0,0.0,0.0,1.0,0.0
raven-monitoring.csv,29.0,20.0,0.0,2.0,0.0,0.0,0.0
v8.csv,6.0,14.0,1.0,0.0,0.0,1.0,0.0
