,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv,wxcode.csv,olex2.csv
adobe-source.csv,0.51,0.24,0.35,1.0,0.68,0.19,0.57,0.82,0.17,0.5,0.27,0.69
aubit4gl.csv,0.6,0.27,0.28,0.09,0.68,0.05,0.63,0.56,0.36,0.44,0.29,0.57
liferea.csv,0.32,0.0,0.19,0.45,0.36,0.17,0.56,0.7,0.32,0.1,0.11,0.48
moving-pictures.csv,0.41,0.11,0.2,0.38,0.59,0.2,0.63,0.86,0.93,0.31,0.24,0.49
olex2.csv,0.44,0.06,0.25,0.42,0.6,0.08,0.42,0.77,0.18,0.3,0.18,0.7
opensim4opencog.csv,0.38,0.05,0.25,0.38,0.53,0.23,0.55,0.82,0.27,0.24,0.22,0.63
plearn.csv,0.45,0.04,0.24,0.37,0.64,0.15,0.4,0.82,0.29,0.2,0.16,0.69
psrchive.csv,0.41,0.31,0.42,0.23,0.56,0.12,0.54,0.67,0.4,0.22,0.24,0.61
re2c.csv,0.36,0.86,0.17,0.19,0.46,0.09,0.5,0.72,0.39,0.09,0.0,0.42
rebecca-aiml.csv,0.35,0.12,0.18,0.26,0.56,0.11,0.49,0.78,0.72,0.22,0.08,0.47
wxcode.csv,0.37,0.13,0.24,0.31,0.53,0.22,0.47,0.84,0.13,0.32,0.33,0.8
xfce.csv,0.34,0.08,0.16,0.35,0.52,0.13,0.48,0.78,0.37,0.21,0.1,0.52
