,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,1.0,0.0,0.61,0.57,0.5,1.0,1.0,0.12,0.27,0.68,0.57,1.0,0.43,1.0
biopax.csv,0.75,0.87,1.0,0.9,0.73,0.56,0.84,0.8,0.88,0.91,0.78,0.88,1.0,0.0
gnupdate.csv,0.42,0.34,0.03,0.63,0.54,0.67,0.01,0.07,0.55,0.68,0.59,0.66,0.69,0.1
les-indemodables.csv,0.08,0.2,0.1,0.22,0.21,0.34,0.56,0.27,0.27,0.56,0.35,0.0,0.16,0.2
openxava.csv,0.08,0.3,0.0,0.21,0.47,0.43,0.47,0.51,0.4,0.35,0.16,0.25,0.29,0.2
ppcboot.csv,0.62,0.45,0.63,0.63,0.59,0.04,0.49,0.16,0.23,0.43,0.73,0.74,0.64,0.5
repositorium.csv,0.42,0.85,0.33,0.24,0.4,0.98,0.21,0.0,0.1,0.9,0.24,0.05,0.08,0.3
rsyslog.csv,0.0,0.27,0.45,0.3,0.17,0.16,0.06,0.08,0.21,0.09,0.16,0.35,0.29,0.1
simplewebservices.csv,0.88,0.75,0.23,0.87,0.79,0.96,0.97,0.85,0.38,0.62,0.55,0.89,0.01,0.55
ultimairis.csv,1.0,0.88,0.68,0.82,0.69,0.96,1.0,0.62,0.01,0.98,0.71,0.88,0.81,0.8
vars-redux.csv,0.0,0.13,0.45,0.01,0.24,0.06,0.3,0.01,0.03,0.14,0.0,0.18,0.34,0.0
wow-qrsk.csv,0.08,0.28,0.04,0.36,0.0,0.62,0.17,0.03,0.05,0.29,0.04,0.25,0.38,0.15
wxstudio.csv,0.29,0.5,0.45,0.57,0.59,0.22,0.28,0.5,0.43,0.12,0.0,0.51,0.35,0.4
xqilla.csv,0.0,0.01,0.0,0.0,0.02,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0
