,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,1.0,0.92,0.88,0.76,0.58,1.0,1.0,0.55,0.21,0.0,0.7,1.0,0.41,0.56
biopax.csv,0.85,1.0,1.0,1.0,0.95,0.65,0.9,0.82,0.87,1.0,0.76,1.0,1.0,0.96
gnupdate.csv,0.62,0.55,0.38,0.78,0.58,0.68,1.0,0.18,0.6,0.33,0.57,0.7,0.81,0.34
les-indemodables.csv,0.35,0.22,0.5,0.55,0.46,0.33,0.55,0.18,0.38,1.0,0.57,0.97,0.4,0.32
openxava.csv,0.5,0.2,1.0,0.12,0.47,0.34,0.2,0.73,0.34,0.67,0.41,0.62,0.26,0.3
ppcboot.csv,0.81,0.72,0.81,0.76,0.69,0.9,0.65,0.36,0.51,0.0,0.46,0.84,0.79,0.65
repositorium.csv,0.31,0.75,0.31,0.33,0.28,0.96,0.15,0.91,0.19,0.67,0.24,0.03,0.05,0.3
rsyslog.csv,0.96,0.57,0.38,0.51,0.53,0.38,0.3,0.18,0.28,0.0,0.19,0.59,0.48,0.24
simplewebservices.csv,0.92,0.78,0.31,0.78,0.58,0.93,1.0,0.91,0.47,0.67,0.59,0.97,0.99,0.41
ultimairis.csv,0.96,0.8,0.81,0.71,0.78,0.96,1.0,0.45,0.87,1.0,0.49,0.84,0.75,0.87
vars-redux.csv,0.23,0.28,0.62,0.96,0.35,0.11,0.15,0.0,0.15,0.0,0.08,0.41,0.44,0.24
wow-qrsk.csv,0.31,0.52,0.44,0.43,0.96,0.78,0.25,0.18,0.09,0.67,0.08,0.35,0.49,0.32
wxstudio.csv,0.38,0.7,0.44,0.73,0.58,0.22,0.35,0.18,0.43,0.0,0.95,0.51,0.32,0.62
xqilla.csv,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.02,1.0,0.05,0.0,0.0,0.0
