,rsyslog.csv,acegisecurity.csv,openxava.csv,vars-redux.csv,wow-qrsk.csv,ppcboot.csv,gnupdate.csv,repositorium.csv,ultimairis.csv,xqilla.csv,wxstudio.csv,les-indemodables.csv,simplewebservices.csv,biopax.csv
acegisecurity.csv,0.52,0.76,0.56,0.43,0.6,0.57,0.46,0.94,0.76,0.47,0.59,0.48,0.56,0.52
biopax.csv,0.55,0.35,0.48,0.35,0.42,0.55,0.47,0.38,0.38,0.4,0.47,0.48,0.35,0.5
gnupdate.csv,0.65,0.54,0.9,0.42,0.51,0.66,0.95,0.88,0.47,0.39,0.56,0.57,0.43,0.77
les-indemodables.csv,0.64,0.97,0.76,0.48,0.68,0.67,0.69,0.52,0.57,0.45,0.58,0.61,0.66,0.85
openxava.csv,0.47,0.72,0.94,0.95,0.48,0.38,0.45,0.4,0.57,0.49,0.52,0.49,0.78,0.76
ppcboot.csv,0.53,0.47,0.39,0.43,0.52,0.76,0.69,0.94,0.67,0.56,0.6,0.53,0.41,0.48
repositorium.csv,0.78,0.42,0.54,0.66,0.64,0.58,0.9,0.9,0.95,0.43,0.95,0.75,0.94,0.59
rsyslog.csv,0.56,0.57,0.92,0.51,0.64,0.74,0.91,0.89,0.63,0.91,0.73,0.49,0.56,0.74
simplewebservices.csv,0.56,0.44,0.64,0.41,0.5,0.56,0.46,0.45,0.69,0.49,0.55,0.49,0.57,0.65
ultimairis.csv,0.53,0.4,0.67,0.43,0.46,0.59,0.46,0.57,0.81,0.4,0.55,0.56,0.44,0.47
vars-redux.csv,0.67,0.96,0.38,0.52,0.67,0.95,0.66,0.0,0.9,0.94,0.67,0.85,0.57,0.94
wow-qrsk.csv,0.9,0.64,0.92,0.53,0.84,0.81,0.95,0.8,0.89,0.83,0.8,0.97,0.5,0.73
wxstudio.csv,0.59,0.5,0.41,0.39,0.54,0.58,0.74,0.62,0.63,0.93,0.57,0.58,0.69,0.54
xqilla.csv,0.0,0.0,0.0,0.0,0.96,0.0,0.0,0.67,0.0,0.67,0.5,0.0,0.0,0.0
