,array4j.csv,mule.csv,sblim.csv,piccolo2d.csv,jbpm.csv,calcubetimer.csv,jgossipforum.csv,joustsim.csv,madman.csv,bigdata.csv,jas.csv,nunit.csv
array4j.csv,639.5,197.0,283.5,98.5,99.0,97.5,4365.5,1088.5,449.5,197.5,196.0,577.5
bigdata.csv,829.5,197.5,88.5,98.5,99.0,94.5,79.5,626.0,631.5,197.5,197.0,296.0
calcubetimer.csv,880.0,97.5,288.5,98.5,294.5,97.5,425.5,1329.5,455.5,197.5,211.5,98.5
jas.csv,943.5,98.5,287.5,425.5,99.0,85.5,3400.5,161.5,273.5,98.5,98.5,467.5
jbpm.csv,317.0,92.5,232.5,38.0,295.0,0.0,0.0,756.5,97.5,182.0,613.0,91.5
jgossipforum.csv,1080.5,98.5,384.0,130.0,196.0,92.5,259.5,218.5,367.0,98.5,29.5,98.5
joustsim.csv,798.0,197.5,384.0,98.5,99.0,97.5,865.0,332.0,463.5,197.5,1289.5,395.0
madman.csv,1518.0,97.5,287.5,496.0,295.0,97.5,2979.0,1445.5,184.0,94.5,98.5,69.5
mule.csv,860.5,296.0,187.0,284.5,590.5,94.5,987.0,1122.0,725.0,197.5,634.5,197.0
nunit.csv,1050.0,296.0,285.5,98.5,99.0,60.5,453.5,388.0,1677.0,98.5,196.0,571.0
piccolo2d.csv,948.5,98.5,287.5,98.5,99.0,94.5,79.5,1122.0,367.0,98.5,376.5,197.0
sblim.csv,233.5,197.5,286.5,98.5,176.0,94.5,1228.0,962.0,449.5,183.0,676.0,197.0
