,array4j.csv,mule.csv,sblim.csv,piccolo2d.csv,jbpm.csv,calcubetimer.csv,jgossipforum.csv,joustsim.csv,madman.csv,bigdata.csv,jas.csv,nunit.csv
array4j.csv,0.62,0.79,0.55,0.45,0.47,0.46,0.46,0.63,0.92,0.49,0.42,0.61
bigdata.csv,0.59,0.45,0.9,0.74,0.57,0.53,0.88,0.67,0.5,0.47,0.67,0.65
calcubetimer.csv,0.48,0.57,0.44,0.37,0.56,0.44,0.91,0.35,0.72,0.44,0.86,0.5
jas.csv,0.59,0.91,0.61,0.91,0.56,0.88,0.48,0.75,0.48,0.81,0.71,0.96
jbpm.csv,0.71,0.83,0.86,0.5,0.77,0.0,0.0,0.73,0.0,0.96,0.92,0.8
jgossipforum.csv,0.43,0.47,0.45,0.86,0.79,0.63,0.95,0.83,0.39,0.9,0.67,0.82
joustsim.csv,0.49,0.41,0.42,0.57,0.53,0.42,0.58,0.71,0.44,0.47,0.51,0.46
madman.csv,0.51,0.82,0.54,0.88,0.63,0.69,0.76,0.67,0.53,0.96,0.76,0.96
mule.csv,0.43,0.41,0.76,0.48,0.51,0.38,0.9,0.38,0.55,0.56,0.92,0.41
nunit.csv,0.51,0.59,0.77,0.54,0.49,0.82,0.55,0.84,0.59,0.53,0.53,0.65
piccolo2d.csv,0.37,0.58,0.43,0.47,0.48,0.37,0.8,0.34,0.39,0.55,0.89,0.69
sblim.csv,0.77,0.48,0.6,0.44,0.98,0.67,0.88,0.4,0.68,0.97,0.88,0.47
