,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv
alembik.csv,0.24,0.13,0.0,0.82,0.32,0.12,0.2,0.67,0.1
arsenal-1.csv,0.64,0.09,0.67,0.05,0.08,0.05,0.08,0.13,0.55
barracudamvc.csv,0.7,0.87,0.96,0.86,1.0,0.88,1.0,0.93,0.41
irplus.csv,0.57,0.87,0.22,0.86,0.68,0.46,0.6,0.87,0.34
lite.csv,0.5,0.22,0.59,0.32,0.4,0.43,0.44,0.87,0.45
mevenide.csv,0.58,0.39,0.22,0.14,0.08,0.18,0.04,0.07,0.79
mumble.csv,0.67,0.96,0.52,0.14,0.8,0.82,0.6,0.47,0.24
ontopia.csv,0.15,0.74,0.37,0.5,0.88,0.83,0.4,0.67,0.14
openintents.csv,0.35,0.7,0.93,0.82,0.28,0.45,0.72,0.93,0.59
