,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv
bochs.csv,0.42,0.52,0.53,0.54,0.67,0.56,0.5,0.41,0.53
bzbyte.csv,0.46,0.41,0.39,0.37,0.63,0.32,0.35,0.4,0.43
encog-java.csv,0.97,0.92,0.58,0.86,0.92,0.57,0.0,0.86,0.91
galaxium.csv,0.75,0.77,0.68,0.76,0.89,0.59,0.62,0.61,0.84
h2database.csv,0.97,0.98,0.9,0.96,0.86,0.77,0.65,0.79,0.62
haphazard.csv,0.98,0.97,0.94,0.97,0.8,0.92,0.96,0.84,0.85
jaql.csv,0.54,0.59,0.52,0.58,0.59,0.38,0.51,0.5,0.55
raven-monitoring.csv,0.59,0.83,0.63,0.8,0.66,0.57,0.75,0.55,0.7
v8.csv,0.44,0.37,0.38,0.35,0.59,0.38,0.37,0.42,0.44
