,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv,bzbyte.csv,v8.csv
bochs.csv,0.73,0.58,0.49,0.6,0.94,0.46,0.77,0.68,0.6
bzbyte.csv,0.8,0.77,0.66,0.83,0.73,0.69,0.86,1.0,0.97
encog-java.csv,0.91,0.08,0.6,0.04,0.08,0.62,0.0,0.09,0.05
galaxium.csv,0.36,0.34,0.31,0.33,0.07,0.15,0.97,0.28,0.18
h2database.csv,0.11,0.92,0.09,0.16,0.07,0.15,0.31,0.28,0.51
haphazard.csv,0.07,0.13,0.34,0.12,0.25,0.92,0.11,0.25,0.33
jaql.csv,0.59,0.64,0.29,0.91,0.55,0.38,0.66,0.4,0.33
raven-monitoring.csv,0.57,0.17,0.97,0.32,0.64,0.46,0.37,0.54,0.49
v8.csv,0.82,0.92,0.89,0.98,0.89,0.92,0.91,0.7,1.0
