,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.81,0.25,0.39,0.6,0.25,0.98,0.52,0.32,0.8,0.57,0.0,0.88,1.0,0.75,0.4,1.0,0.61
biopax.csv,0.69,0.16,0.43,0.44,0.2,0.63,0.47,0.29,0.74,0.22,0.09,0.98,0.73,0.63,0.42,1.0,0.48
ffigo.csv,0.75,0.2,0.44,0.55,0.22,0.71,0.64,0.36,0.72,0.53,0.03,1.0,1.0,0.69,0.33,0.83,0.71
freebios.csv,0.56,0.2,0.96,0.47,0.17,0.59,0.49,0.35,0.69,0.59,0.1,0.99,0.63,0.5,0.43,0.68,0.63
glelite.csv,0.64,0.15,0.49,0.42,0.19,0.63,0.43,0.28,0.66,0.29,0.08,1.0,0.63,0.58,0.33,0.78,0.47
gnupdate.csv,0.63,0.36,0.56,0.51,1.0,0.77,0.71,0.5,0.73,0.33,0.0,1.0,0.78,0.65,0.36,0.81,0.61
go.csv,1.0,0.19,0.38,0.5,0.24,0.65,0.59,0.39,0.75,0.22,0.07,0.97,0.72,0.76,0.35,0.88,0.51
gstreamer.csv,0.82,0.19,0.62,0.56,0.29,0.71,0.5,0.33,0.76,0.45,0.1,1.0,0.78,0.99,0.45,0.93,0.53
metacosm.csv,0.64,0.21,0.51,0.58,0.18,0.63,0.43,0.31,0.69,0.42,0.12,1.0,0.68,0.62,0.37,0.79,1.0
pcsx2.csv,0.71,0.23,0.27,0.61,0.21,0.64,0.47,0.37,1.0,0.2,0.0,1.0,0.76,0.64,0.48,1.0,0.6
pgui.csv,0.64,0.35,0.31,0.54,0.28,0.63,0.73,1.0,0.69,0.25,0.06,1.0,0.72,0.56,0.4,0.69,0.55
qse.csv,0.74,0.19,0.49,0.53,0.52,0.62,1.0,0.56,0.77,0.22,0.06,1.0,0.77,0.75,0.35,0.84,0.61
rebecca-aiml.csv,0.53,0.25,0.72,0.58,0.58,0.7,0.46,0.31,0.67,1.0,0.3,1.0,0.67,0.59,0.28,0.77,0.64
skia.csv,0.86,0.28,0.62,0.58,0.39,0.68,0.75,0.33,0.79,0.82,0.22,1.0,0.74,0.73,1.0,0.7,1.0
vars-redux.csv,0.7,0.27,0.57,1.0,0.2,0.65,0.86,0.33,0.85,0.32,0.0,1.0,0.76,0.74,0.47,1.0,0.73
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
yale.csv,0.57,1.0,0.48,0.28,0.17,0.57,0.19,0.18,0.6,0.39,0.13,0.99,0.49,0.47,0.32,0.63,0.38
