,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.44,0.43,0.24,0.31,0.65,0.99,0.6,0.53,0.59,0.15,0.0,0.1,0.12,0.53,0.17,0.15,0.41
biopax.csv,0.82,0.82,0.67,0.96,0.9,0.91,0.89,0.87,0.84,0.63,1.0,0.8,0.68,0.85,0.87,0.99,0.93
ffigo.csv,0.68,0.54,0.29,0.76,0.6,0.48,0.8,0.7,0.69,0.57,0.12,0.43,0.97,0.72,0.61,0.41,0.63
freebios.csv,0.59,0.7,1.0,0.55,0.5,0.48,0.6,0.7,0.69,0.61,0.88,0.49,0.75,0.4,0.7,0.39,0.7
glelite.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.99,1.0
gnupdate.csv,0.3,0.11,0.31,0.41,0.9,0.14,0.49,0.38,0.37,0.13,0.0,0.18,0.37,0.34,0.22,0.24,0.41
go.csv,0.97,0.79,0.35,0.8,0.6,0.67,0.74,0.74,0.72,0.26,0.38,0.5,0.64,0.6,0.48,0.54,0.78
gstreamer.csv,0.51,0.5,0.37,0.78,0.6,0.55,0.57,0.57,0.67,0.57,0.5,0.33,0.53,0.98,0.65,0.35,0.7
metacosm.csv,1.0,0.7,0.59,0.61,0.95,1.0,1.0,0.87,0.88,0.69,1.0,0.45,0.76,0.81,0.83,0.37,0.96
pcsx2.csv,0.68,0.62,0.06,0.61,0.9,0.6,0.71,0.64,0.99,0.31,0.0,0.26,0.41,0.28,0.43,0.21,0.44
pgui.csv,0.43,0.15,0.08,0.31,0.5,0.26,0.63,0.94,0.47,0.2,0.25,0.32,0.17,0.14,0.17,0.28,0.44
qse.csv,0.41,0.52,0.37,0.63,0.65,0.37,0.97,0.53,0.66,0.41,0.12,0.31,0.36,0.35,0.3,0.38,0.63
rebecca-aiml.csv,0.49,0.18,0.53,0.61,0.35,0.31,0.46,0.57,0.36,0.96,0.75,0.28,0.55,0.54,0.3,0.38,0.26
skia.csv,0.39,0.23,0.1,0.14,0.45,0.3,0.43,0.38,0.34,0.26,0.25,0.12,0.34,0.34,1.0,0.1,0.04
vars-redux.csv,0.58,0.26,0.08,0.96,0.7,0.56,0.34,0.38,0.41,0.22,0.0,0.24,0.38,0.38,0.3,0.14,0.41
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
yale.csv,0.65,0.9,0.59,0.35,0.45,0.64,0.2,0.23,0.63,0.65,1.0,0.45,0.43,0.38,0.57,0.48,0.3
