,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.57,0.32,0.3,0.41,0.36,0.98,0.56,0.4,0.68,0.24,0.0,0.18,0.21,0.62,0.24,0.27,0.49
biopax.csv,0.75,0.27,0.53,0.6,0.32,0.74,0.61,0.44,0.78,0.32,0.16,0.88,0.71,0.73,0.56,0.99,0.63
ffigo.csv,0.72,0.29,0.35,0.64,0.32,0.57,0.71,0.47,0.7,0.55,0.04,0.6,0.99,0.7,0.42,0.55,0.67
freebios.csv,0.58,0.31,0.98,0.51,0.25,0.53,0.54,0.46,0.69,0.6,0.18,0.65,0.69,0.44,0.53,0.5,0.67
glelite.csv,0.78,0.26,0.66,0.59,0.32,0.77,0.6,0.44,0.79,0.45,0.15,1.0,0.78,0.73,0.5,0.87,0.64
gnupdate.csv,0.41,0.17,0.39,0.45,0.95,0.24,0.58,0.43,0.49,0.19,0.0,0.31,0.5,0.45,0.27,0.37,0.49
go.csv,0.99,0.3,0.36,0.61,0.34,0.66,0.66,0.51,0.74,0.24,0.11,0.66,0.68,0.67,0.41,0.67,0.62
gstreamer.csv,0.62,0.28,0.46,0.65,0.39,0.62,0.53,0.42,0.71,0.5,0.17,0.5,0.63,0.99,0.54,0.51,0.6
metacosm.csv,0.78,0.32,0.55,0.59,0.31,0.77,0.6,0.46,0.77,0.52,0.22,0.62,0.72,0.7,0.51,0.5,0.98
pcsx2.csv,0.7,0.34,0.1,0.61,0.34,0.62,0.57,0.47,1.0,0.24,0.0,0.41,0.53,0.39,0.45,0.35,0.51
pgui.csv,0.52,0.21,0.13,0.39,0.36,0.37,0.68,0.97,0.56,0.22,0.1,0.48,0.28,0.23,0.24,0.4,0.49
qse.csv,0.52,0.28,0.42,0.57,0.58,0.47,0.99,0.54,0.71,0.29,0.08,0.47,0.49,0.48,0.33,0.52,0.62
rebecca-aiml.csv,0.51,0.21,0.61,0.59,0.44,0.43,0.46,0.41,0.47,0.98,0.43,0.44,0.6,0.56,0.29,0.51,0.37
skia.csv,0.54,0.25,0.18,0.23,0.42,0.42,0.55,0.36,0.47,0.39,0.24,0.21,0.47,0.47,1.0,0.17,0.07
vars-redux.csv,0.63,0.26,0.14,0.98,0.31,0.6,0.49,0.35,0.55,0.26,0.0,0.39,0.51,0.5,0.37,0.25,0.52
wxjs.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
yale.csv,0.6,0.95,0.53,0.31,0.25,0.6,0.2,0.2,0.61,0.49,0.23,0.62,0.46,0.42,0.41,0.54,0.33
