,go.csv,yale.csv,freebios.csv,vars-redux.csv,gnupdate.csv,alsa.csv,qse.csv,pgui.csv,pcsx2.csv,rebecca-aiml.csv,wxjs.csv,glelite.csv,ffigo.csv,gstreamer.csv,skia.csv,biopax.csv,metacosm.csv
alsa.csv,0.58,0.61,0.84,0.71,0.58,0.03,0.57,0.63,0.5,0.85,1.0,1.12,0.88,0.53,0.84,0.85,0.63
biopax.csv,0.67,0.79,0.9,0.9,0.87,0.9,0.75,0.82,0.6,1.0,0.94,0.7,0.53,0.7,0.62,0.01,0.87
ffigo.csv,0.51,0.6,0.8,0.51,0.64,0.62,0.39,0.57,0.59,0.48,0.97,0.57,0.03,0.52,0.74,0.66,0.43
freebios.csv,0.92,0.58,0.04,0.63,0.77,0.77,0.62,0.59,0.67,0.43,0.71,0.61,0.79,0.82,0.55,0.89,0.46
glelite.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,1.0,1.0,1.0,1.0,1.0
gnupdate.csv,0.76,0.89,0.73,0.66,0.1,0.86,0.54,0.63,0.68,0.88,1.0,0.82,0.66,0.71,0.81,0.79,0.63
go.csv,0.03,0.64,0.85,0.62,0.6,0.68,0.46,0.51,0.54,0.83,0.79,0.83,0.56,0.47,0.68,0.53,0.68
gstreamer.csv,0.53,0.62,0.67,0.5,0.52,0.58,0.6,0.61,0.52,0.51,0.64,0.67,0.54,0.02,0.52,0.66,0.62
metacosm.csv,0.98,0.56,0.68,0.51,0.98,0.99,1.0,0.76,0.77,0.5,0.63,0.55,0.66,0.72,0.74,0.72,0.04
pcsx2.csv,0.58,0.53,0.95,0.48,0.81,0.69,0.66,0.55,0.01,0.86,1.02,0.74,0.63,0.75,0.61,0.79,0.61
pgui.csv,0.71,0.85,0.94,0.72,0.58,0.79,0.41,0.06,0.67,0.83,0.83,0.68,0.84,0.87,0.84,0.85,0.64
qse.csv,0.64,0.61,0.73,0.56,0.38,0.74,0.03,0.5,0.5,0.83,0.89,0.69,0.67,0.67,0.75,0.67,0.51
rebecca-aiml.csv,0.91,0.83,0.51,0.51,0.65,0.73,0.68,0.64,0.73,0.04,0.29,0.72,0.65,0.69,0.8,0.74,0.75
skia.csv,0.62,0.78,0.9,0.86,0.57,0.74,0.58,0.68,0.69,0.74,0.75,0.88,0.69,0.68,0.0,0.91,0.96
vars-redux.csv,0.61,0.76,0.92,0.04,0.72,0.67,0.66,0.69,0.61,0.8,1.01,0.76,0.65,0.65,0.72,0.86,0.61
wxjs.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
yale.csv,0.94,0.1,0.75,0.92,0.74,0.9,1.01,0.87,0.9,0.55,0.6,0.64,0.98,0.84,0.73,1.13,0.82
