,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.46,0.37,0.57,0.45
google-caja.csv,0.38,0.34,0.35,0.33
itext.csv,0.44,0.33,0.32,0.34
plee-the-bear.csv,0.53,0.36,0.33,0.46
