,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.94,0.56,0.45,0.78
google-caja.csv,0.81,0.32,0.59,0.38
itext.csv,0.47,1.0,0.67,0.31
plee-the-bear.csv,0.31,0.67,0.84,0.74
