,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.59,0.52,0.18,0.0,0.32
google-gears.csv,0.36,0.28,0.9,0.98,0.35
httpcontentparser.csv,0.44,0.23,0.0,0.0,0.14
qse.csv,0.75,0.6,0.04,0.19,0.22
xmemcached.csv,0.23,0.66,0.94,0.98,0.97
