,paintown.csv,triplea.csv,fbmanager.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,itext.csv,powerfolder.csv,fido.csv,megameknet.csv,fityk.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.1,0.52,0.23,0.27,0.31,0.04,0.3,0.24,0.38,0.37,0.36,0.19,0.08,0.23,0.0,0.19,0.24,0.0,0.22
fbmanager.csv,0.26,0.38,0.0,0.53,0.69,0.22,0.33,0.39,0.33,0.27,0.45,0.51,0.17,0.36,0.0,0.34,0.35,0.0,0.64
fido.csv,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01
fityk.csv,0.22,0.38,0.52,0.31,0.25,0.22,0.22,0.31,0.42,0.23,0.4,0.14,0.28,0.05,0.0,0.28,0.29,0.0,0.26
fleet-simulator.csv,0.64,0.86,0.52,0.91,0.94,0.93,0.89,0.85,0.75,0.8,0.87,0.95,0.8,0.73,0.0,0.76,0.89,1.0,0.81
freenet.csv,0.77,0.67,0.61,0.0,0.69,0.37,0.56,0.48,0.62,0.7,0.67,0.37,0.46,0.45,0.5,0.5,0.37,0.0,0.63
geogebra.csv,0.03,0.14,0.03,0.76,0.69,0.07,0.15,0.19,0.04,0.4,0.67,0.83,0.08,0.09,0.0,0.74,0.0,0.0,0.24
google-caja.csv,0.32,0.67,0.39,0.74,0.69,0.67,0.0,0.56,0.33,0.3,0.55,0.83,0.4,0.45,0.0,0.6,0.61,1.0,0.45
hibernate.csv,0.23,0.52,0.23,0.39,0.75,0.3,0.07,0.61,0.33,0.47,0.28,0.4,0.12,0.14,0.88,0.0,0.32,1.0,0.22
itext.csv,0.03,0.43,0.19,0.18,0.19,0.22,0.3,0.22,0.08,0.03,0.32,0.13,0.18,0.32,0.0,0.2,0.21,0.0,0.16
k3b.csv,0.44,0.57,0.55,0.22,0.31,0.41,0.37,0.32,0.0,0.47,0.29,0.34,0.2,0.68,0.0,0.32,0.5,0.0,0.34
megameknet.csv,0.66,0.62,0.55,0.41,0.56,0.19,0.19,0.28,0.54,0.77,0.45,0.28,0.0,0.09,1.0,0.32,0.46,1.0,0.18
myfaces.csv,0.68,0.33,0.26,0.77,0.44,0.56,0.44,0.0,0.42,0.33,0.39,0.72,0.29,0.18,1.0,0.42,0.31,0.0,0.08
onotoa.csv,0.7,0.43,0.52,0.52,0.0,0.67,0.52,0.66,0.42,0.07,0.74,0.86,0.89,0.59,0.88,0.82,0.75,1.0,0.71
paintown.csv,0.0,0.48,0.32,0.47,0.56,0.26,0.52,0.69,0.42,0.23,0.59,0.62,0.33,0.41,0.0,0.47,0.43,0.0,0.54
powerfolder.csv,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0
triplea.csv,0.26,0.05,0.39,0.56,0.19,0.37,0.56,0.35,0.46,0.47,0.36,0.49,0.34,0.36,0.12,0.28,0.33,0.0,0.37
xamj.csv,0.21,0.33,0.32,0.58,0.38,0.52,0.3,0.28,0.33,0.73,0.25,0.6,0.56,0.27,0.12,0.54,0.46,1.0,0.0
