,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.63,1.0,0.5,1.0,0.75,0.35,0.6,0.5,0.41,0.95,0.0,0.91,0.23,0.66,0.38,0.07,0.34,0.62
betoffice.csv,0.88,0.69,0.57,0.32,0.86,0.35,0.65,0.98,0.16,0.97,0.53,0.91,0.1,0.53,0.38,0.1,0.19,0.65
bionote.csv,0.67,0.0,0.36,0.5,1.0,0.0,0.0,0.67,0.61,1.0,0.0,1.0,1.0,0.67,1.0,0.1,0.0,0.67
bnetd.csv,0.78,0.86,0.34,0.41,0.95,0.32,0.56,0.53,0.34,0.94,0.98,0.92,0.15,0.64,0.3,0.09,0.34,0.73
elvishrayrenderer.csv,0.87,0.81,0.3,0.4,1.0,0.45,0.54,0.53,0.44,0.89,0.75,0.92,0.24,0.58,0.3,0.08,0.39,1.0
emisview.csv,0.6,0.78,0.0,0.88,1.0,1.0,0.0,1.0,0.38,0.67,0.0,0.83,0.5,0.71,0.38,0.0,1.0,0.5
findbugs.csv,0.68,0.78,0.16,0.26,0.74,0.33,0.75,0.47,0.37,0.82,0.53,1.0,0.27,0.83,1.0,0.03,0.24,0.58
hazelcast.csv,0.79,0.82,0.36,0.32,1.0,0.31,0.64,0.49,0.28,0.91,0.53,0.92,0.13,0.6,0.37,0.11,0.36,0.65
jitterbit.csv,0.88,0.78,0.18,0.32,0.93,0.37,0.6,0.5,0.99,0.94,0.68,0.94,0.2,0.66,0.67,0.01,0.48,0.65
jppf-project.csv,0.8,0.79,0.2,0.31,0.84,0.29,0.63,0.51,0.19,0.92,0.43,1.0,0.13,0.57,0.42,0.08,0.31,0.63
kolmafia.csv,0.78,0.86,0.33,0.5,1.0,0.43,0.33,0.51,0.46,0.87,0.83,0.96,0.24,1.0,0.46,0.08,0.5,0.7
megasquirtavr.csv,0.82,0.86,1.0,0.42,0.9,0.31,0.62,0.48,0.32,0.89,0.85,0.93,0.14,0.58,0.37,0.09,0.32,0.7
qedo.csv,1.0,0.78,0.07,0.12,1.0,0.0,1.0,0.0,0.09,0.82,0.0,0.86,0.0,0.33,0.5,1.0,0.0,0.0
stajistics.csv,0.91,1.0,0.33,0.47,1.0,0.42,0.73,0.3,0.46,0.64,0.33,0.94,0.18,0.66,0.3,0.03,1.0,0.68
trackit.csv,0.7,0.95,0.3,0.34,0.89,0.39,1.0,0.57,0.25,0.83,0.38,0.92,0.18,0.6,0.5,0.02,0.31,0.53
wxlua.csv,0.78,0.82,0.25,0.35,0.86,0.31,0.65,0.5,0.25,1.0,0.55,0.92,0.12,0.54,0.38,0.1,0.31,0.65
x4x.csv,1.0,0.83,0.83,0.33,0.86,0.33,0.63,0.56,0.25,0.91,0.55,0.9,0.15,0.56,0.4,0.12,0.31,0.63
xharbour.csv,0.77,1.0,0.25,0.3,0.86,0.31,0.65,0.52,0.27,0.92,0.46,0.94,0.13,0.53,0.38,0.11,0.31,0.64
