,google-collections.csv,forester-atv.csv,autofac.csv,neodatis-odb.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,servicestack.csv,rcp-company-uibindings.csv,javaprofiler.csv
autofac.csv,0.0,1.0,1.0,0.0,2.0,16.0,20.0,3.0,0.0,0.0,0.0
azureus.csv,0.0,3.0,7.0,0.0,17.0,5.0,4.0,0.0,1.0,0.0,0.0
forester-atv.csv,0.0,0.0,0.0,1.0,3.0,0.0,11.0,0.0,0.0,1.0,0.0
gabel.csv,81.0,3.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0
google-collections.csv,0.0,3.0,0.0,0.0,20.0,9.0,22.0,2.0,0.0,0.0,0.0
javaprofiler.csv,0.0,3.0,4.0,0.0,4.0,12.0,15.0,0.0,3.0,0.0,0.0
mycila.csv,0.0,4.0,0.0,1.0,17.0,1.0,5.0,0.0,1.0,0.0,0.0
neodatis-odb.csv,0.0,1.0,0.0,0.0,38.0,1.0,8.0,3.0,2.0,0.0,0.0
pokenetonline.csv,0.0,1.0,0.0,0.0,14.0,6.0,14.0,0.0,0.0,0.0,0.0
rcp-company-uibindings.csv,0.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
servicestack.csv,0.0,0.0,5.0,1.0,99.0,6.0,5.0,0.0,0.0,0.0,0.0
