,google-collections.csv,forester-atv.csv,autofac.csv,neodatis-odb.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,servicestack.csv,rcp-company-uibindings.csv,javaprofiler.csv
autofac.csv,0.57,0.81,0.76,0.68,0.62,0.5,0.66,0.48,0.65,0.72,0.65
azureus.csv,0.69,0.85,0.86,0.92,1.0,0.7,0.66,0.8,0.76,0.95,0.89
forester-atv.csv,0.19,0.81,0.17,0.05,0.25,0.2,0.68,0.33,0.29,0.25,0.07
gabel.csv,0.0,0.62,0.41,0.51,0.75,0.3,0.34,0.8,0.06,0.23,0.16
google-collections.csv,0.81,0.96,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,1.0
javaprofiler.csv,0.4,0.81,0.59,0.62,0.88,0.8,0.64,0.88,0.47,0.84,0.79
mycila.csv,0.88,0.31,0.93,0.32,1.0,0.7,0.59,0.62,0.35,0.81,0.71
neodatis-odb.csv,0.68,0.85,0.62,0.84,0.75,0.5,0.71,0.23,0.12,0.92,0.64
pokenetonline.csv,0.54,1.0,0.86,0.97,1.0,0.7,0.96,0.72,0.94,0.95,0.84
rcp-company-uibindings.csv,0.68,0.77,0.48,0.49,0.62,0.5,0.55,0.25,0.41,0.87,0.29
servicestack.csv,0.02,0.58,0.38,0.19,0.0,0.1,0.11,0.15,0.76,0.09,0.01
