,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,0.29,0.1,0.28,0.57,0.04,0.88,0.23,0.02,0.13,0.44,0.73,0.38,0.07,0.16
bibedt.csv,0.98,0.3,0.01,0.22,0.64,0.77,0.2,0.17,0.51,0.14,0.13,0.09,0.4,0.78
brlcad.csv,0.37,0.17,0.2,0.02,0.75,0.06,0.1,0.07,0.04,0.07,0.11,0.18,0.2,0.28
co-ode-owl-plugins.csv,0.38,0.27,0.39,0.8,0.09,0.98,0.2,0.07,0.24,0.39,0.73,0.38,0.33,0.16
firebreath.csv,0.66,0.52,0.3,0.37,0.39,0.47,0.37,0.41,0.31,0.36,0.07,0.37,0.2,0.77
fltk.csv,0.37,0.16,0.6,0.26,0.54,0.99,0.1,0.12,0.09,0.15,0.49,0.38,0.6,0.21
glas.csv,0.45,0.54,0.49,0.74,0.58,1.0,0.3,0.56,0.71,0.9,0.31,0.7,0.8,0.2
gretl.csv,0.47,0.43,0.56,0.47,0.59,0.23,0.3,0.49,0.58,0.83,0.58,0.61,0.73,0.23
konversation.csv,0.24,0.17,0.27,0.4,0.2,0.7,0.17,0.51,0.33,0.54,0.0,0.43,0.53,0.11
micomt.csv,0.42,0.53,0.67,0.85,0.93,0.52,0.13,0.54,0.0,0.12,0.71,0.62,0.67,0.72
openxava.csv,0.29,0.28,0.21,0.35,0.42,0.36,0.33,0.49,0.56,0.56,0.05,0.26,0.47,0.12
sumatrapdf.csv,0.66,0.64,0.9,0.8,0.82,0.96,0.23,0.66,0.2,0.63,0.87,0.64,1.0,0.99
tweetsharp.csv,0.49,0.28,0.58,0.2,0.71,0.67,0.17,0.02,0.16,0.25,0.64,0.32,0.33,0.2
wxcode.csv,0.28,0.18,0.16,0.36,0.02,0.42,0.13,0.17,0.18,0.08,0.07,0.18,0.2,0.52
