,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.39,0.5,0.85,0.33
neoengine.csv,0.47,0.46,0.42,0.35
omseek.csv,0.97,0.64,0.79,0.8
pcsx2.csv,0.64,0.55,0.49,0.87
