,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.82,0.73,0.2,0.7
neoengine.csv,0.69,0.88,0.91,0.78
omseek.csv,0.2,0.67,0.23,0.06
pcsx2.csv,0.52,0.76,0.75,0.24
