,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.56,0.3,0.32,0.76
neoengine.csv,0.64,0.24,0.8,0.78
omseek.csv,0.3,0.38,0.36,0.12
pcsx2.csv,0.58,0.29,0.78,0.37
