,logicmail.csv,taverna.csv,javagroups.csv,jrefactory.csv,freenet.csv,nodal.csv,soar.csv,web-cat.csv
freenet.csv,0.7,0.81,0.68,0.55,0.99,0.65,0.23,0.74
javagroups.csv,0.55,0.22,0.96,0.27,0.65,0.43,0.0,0.37
jrefactory.csv,0.55,0.19,0.62,0.98,0.5,0.43,0.61,0.37
logicmail.csv,1.0,0.52,0.87,0.47,0.57,0.78,0.03,0.63
nodal.csv,0.39,0.44,0.3,0.27,0.38,1.0,0.65,0.42
soar.csv,0.91,0.63,0.85,0.86,0.86,1.0,0.97,0.79
taverna.csv,0.06,0.96,0.32,0.12,0.24,0.09,0.42,0.16
web-cat.csv,0.21,0.56,0.23,0.41,0.25,0.09,0.52,0.95
