,logicmail.csv,taverna.csv,javagroups.csv,jrefactory.csv,freenet.csv,nodal.csv,soar.csv,web-cat.csv
freenet.csv,0.7,0.51,0.52,0.57,0.99,0.38,0.3,0.6
javagroups.csv,0.63,0.27,0.97,0.38,0.71,0.34,0.0,0.36
jrefactory.csv,0.57,0.22,0.55,0.98,0.6,0.33,0.61,0.36
logicmail.csv,1.0,0.4,0.52,0.49,0.64,0.42,0.06,0.5
nodal.csv,0.54,0.38,0.35,0.38,0.49,1.0,0.56,0.42
soar.csv,0.73,0.41,0.49,0.72,0.75,0.43,0.98,0.48
taverna.csv,0.1,0.98,0.32,0.17,0.34,0.12,0.46,0.26
web-cat.csv,0.33,0.48,0.28,0.52,0.35,0.12,0.57,0.97
