,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.69,0.71,0.24,0.14,0.61,0.34
empyrean.csv,0.83,0.0,0.0,0.0,0.0,1.0
impala.csv,0.71,0.32,0.16,0.23,0.55,0.23
multitude.csv,0.67,0.48,0.27,0.12,0.73,0.39
nutz.csv,0.66,0.38,0.58,0.13,0.49,0.27
pi-qmc.csv,0.65,0.52,0.38,0.11,0.54,0.63
