,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.51,0.45,0.86,0.61,0.45,0.49
empyrean.csv,0.56,0.0,0.0,0.0,0.0,0.5
impala.csv,0.69,0.95,0.98,0.91,0.62,0.48
multitude.csv,0.44,0.42,0.48,0.34,0.43,0.46
nutz.csv,0.64,0.6,0.56,0.65,0.52,0.46
pi-qmc.csv,0.55,0.38,0.46,0.39,0.52,0.53
