,empyrean.csv,amanda.csv,nutz.csv,impala.csv,multitude.csv,pi-qmc.csv
amanda.csv,0.63,0.4,0.77,0.66,0.58,0.65
empyrean.csv,0.39,1.0,1.0,1.0,1.0,0.91
impala.csv,0.62,0.88,0.91,0.53,0.67,0.95
multitude.csv,0.8,0.75,0.85,0.94,0.41,0.59
nutz.csv,0.7,0.88,0.34,0.71,0.91,0.92
pi-qmc.csv,0.69,0.63,0.51,0.77,0.69,0.24
