,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,0.38,0.0,0.64,0.41,0.06,0.0,0.08,0.14,0.17,0.31,0.52,0.32,0.48,0.08,0.43,0.09,0.49,0.19,0.33
elvishrayrenderer.csv,0.68,0.42,1.0,0.46,0.92,0.48,0.42,0.73,0.62,0.4,0.83,0.34,0.9,0.16,0.73,0.63,0.39,0.57,0.0
graphmak.csv,0.04,0.0,0.0,0.0,0.11,0.0,0.08,0.07,0.06,0.11,0.09,0.05,0.1,0.06,0.09,0.05,0.11,0.09,0.11
jmol.csv,0.48,0.32,0.64,0.59,0.55,0.23,0.25,0.43,0.6,0.28,0.0,0.2,0.71,0.01,0.79,0.21,0.8,0.53,0.44
mesa3d.csv,0.09,0.05,0.18,0.2,0.06,0.5,0.5,0.27,0.12,0.1,0.22,0.2,0.1,0.03,0.26,0.34,0.03,0.28,0.33
minig.csv,0.24,0.63,0.73,0.52,0.27,0.62,0.33,0.48,0.66,0.19,0.7,0.0,0.48,0.19,0.56,0.44,0.42,0.39,0.39
moving-pictures.csv,0.57,0.95,0.91,0.8,0.78,0.82,0.92,0.84,0.64,0.65,0.61,0.75,0.0,0.74,0.22,0.61,0.33,0.78,0.61
ngl.csv,0.42,0.26,0.0,0.41,0.19,0.71,0.75,0.55,0.69,0.53,0.43,0.28,0.52,0.54,0.3,0.0,0.46,0.51,0.67
nunit.csv,0.09,0.05,0.0,0.24,0.08,0.11,0.0,0.0,0.21,0.1,0.22,0.14,0.16,0.04,0.0,0.12,0.15,0.0,0.0
octave.csv,0.51,0.05,0.27,0.7,0.0,0.88,0.0,0.64,0.3,0.56,0.22,0.68,0.48,0.52,0.38,0.32,0.49,0.66,0.33
opengs.csv,0.04,0.26,0.0,0.22,0.05,0.05,0.0,0.23,0.01,0.23,0.13,0.25,0.39,0.0,0.12,0.11,0.19,0.2,0.17
owlib.csv,0.0,0.26,0.27,0.54,0.52,0.5,0.5,0.5,0.45,0.56,0.3,0.22,0.45,0.11,0.68,0.41,0.76,0.49,0.44
prelude.csv,0.82,0.95,0.0,0.72,0.96,0.64,0.5,0.82,0.81,0.4,0.65,0.65,0.71,0.22,0.43,0.82,0.54,0.68,0.61
tokratan.csv,0.11,0.05,0.0,0.11,0.01,0.05,0.0,0.02,0.09,0.0,0.13,0.04,0.13,0.0,0.01,0.09,0.27,0.09,0.06
xfce.csv,0.7,0.79,0.91,0.8,0.26,0.38,0.25,0.77,0.83,0.71,0.87,0.7,0.74,0.82,0.01,0.6,0.52,0.68,0.56
xharbour.csv,0.98,0.0,0.27,0.93,0.72,0.39,0.67,1.0,0.99,0.99,0.87,0.99,0.71,0.99,0.6,0.88,0.88,0.88,0.72
zabbix.csv,0.56,0.79,0.82,0.87,0.8,0.88,0.67,0.77,0.57,0.76,0.48,0.58,0.65,0.0,0.9,0.94,0.82,0.76,0.72
zengine.csv,0.95,0.42,1.0,0.96,0.47,0.39,0.0,0.95,0.81,0.74,0.91,0.85,0.87,0.9,0.51,0.88,0.66,0.76,0.78
zildo.csv,0.24,0.0,1.0,0.35,0.08,0.12,0.08,0.0,0.25,0.19,0.26,0.11,0.39,0.56,0.57,0.38,0.39,0.18,0.28
