,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,0.0,0.0,7.0,4.0,6.0,0.0,49.0,1.0,5.0,15.0,0.0,9.0,8.0,5.0,1.0,0.0,0.0,5.0,0.0
elvishrayrenderer.csv,7.0,0.0,0.0,4.0,20.0,5.0,2.0,10.0,7.0,17.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0
graphmak.csv,0.0,0.0,52.0,0.0,8.0,0.0,1.0,0.0,2.0,4.0,0.0,2.0,0.0,2.0,0.0,1.0,9.0,4.0,0.0
jmol.csv,10.0,0.0,0.0,8.0,3.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,23.0,0.0
mesa3d.csv,0.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
minig.csv,1.0,0.0,5.0,1.0,6.0,26.0,1.0,1.0,1.0,13.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,16.0,2.0
moving-pictures.csv,3.0,0.0,0.0,4.0,13.0,3.0,2.0,0.0,2.0,41.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
ngl.csv,3.0,0.0,0.0,2.0,1.0,3.0,2.0,9.0,5.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
nunit.csv,0.0,0.0,0.0,2.0,2.0,0.0,49.0,0.0,4.0,138.0,0.0,5.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0
octave.csv,7.0,0.0,1.0,5.0,0.0,3.0,0.0,0.0,2.0,22.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
opengs.csv,0.0,4.0,52.0,6.0,124.0,2.0,0.0,2.0,0.0,13.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0
owlib.csv,0.0,0.0,0.0,6.0,3.0,3.0,2.0,5.0,6.0,18.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0
prelude.csv,8.0,0.0,0.0,4.0,23.0,6.0,0.0,0.0,1.0,13.0,1.0,1.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0
tokratan.csv,285.0,1.0,52.0,1.0,124.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,7.0,4.0,1.0
xfce.csv,8.0,6.0,0.0,1.0,5.0,11.0,1.0,4.0,2.0,34.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0
xharbour.csv,0.0,0.0,0.0,5.0,5.0,6.0,2.0,0.0,2.0,21.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
zabbix.csv,0.0,0.0,0.0,4.0,13.0,20.0,2.0,0.0,15.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0
zengine.csv,8.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,32.0,0.0,10.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0
zildo.csv,1.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,11.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0
