,owlib.csv,xharbour.csv,prelude.csv,graphmak.csv,octave.csv,checker-framework.csv,zengine.csv,zildo.csv,opengs.csv,tokratan.csv,jmol.csv,minig.csv,moving-pictures.csv,zabbix.csv,xfce.csv,ngl.csv,mesa3d.csv,nunit.csv,elvishrayrenderer.csv
checker-framework.csv,0.71,0.94,0.97,0.5,0.96,0.0,1.0,0.67,0.74,0.56,0.74,0.84,0.86,0.85,0.65,0.79,0.84,0.68,0.86
elvishrayrenderer.csv,0.74,0.52,1.0,0.56,0.93,0.49,0.51,0.81,0.74,0.66,0.83,0.54,0.93,0.64,0.74,0.67,0.57,0.68,0.0
graphmak.csv,0.91,0.91,1.0,0.12,0.92,0.92,0.98,0.75,0.82,0.74,0.88,0.94,0.86,0.79,0.71,0.79,0.88,0.88,0.77
jmol.csv,0.67,0.47,0.71,0.65,0.58,0.33,0.51,0.48,0.72,0.66,0.01,0.54,0.77,0.88,0.82,0.59,0.82,0.68,0.53
mesa3d.csv,0.89,0.89,0.78,0.82,0.82,0.98,0.98,0.91,0.9,0.81,0.73,0.81,0.61,0.72,0.77,0.78,0.08,0.73,0.94
minig.csv,0.63,0.74,0.8,0.59,0.45,0.78,0.76,0.64,0.71,0.63,0.75,0.07,0.8,0.88,0.83,0.55,0.61,0.62,0.59
moving-pictures.csv,0.65,0.95,0.99,0.84,0.79,0.84,0.98,0.87,0.69,0.73,0.74,0.8,0.04,0.77,0.57,0.64,0.63,0.81,0.72
ngl.csv,0.68,0.42,0.9,0.57,0.75,0.75,0.89,0.67,0.78,0.85,0.59,0.59,0.69,0.74,0.51,0.01,0.59,0.7,0.78
nunit.csv,0.74,0.88,0.83,0.87,0.87,0.47,1.0,0.82,0.75,1.01,0.63,0.77,0.8,0.88,0.95,0.95,0.81,0.05,0.71
octave.csv,0.76,0.94,0.38,0.89,0.14,0.9,0.82,0.81,0.83,0.69,0.58,0.81,0.6,0.88,0.68,0.63,0.62,0.71,0.73
opengs.csv,0.86,0.79,1.0,0.71,1.0,0.54,0.97,0.57,0.02,0.64,0.63,0.76,0.72,0.89,0.66,0.72,0.76,0.63,0.87
owlib.csv,0.07,0.5,0.36,0.65,0.72,0.63,0.76,0.59,0.64,0.82,0.73,0.69,0.62,0.51,0.71,0.53,0.81,0.68,0.57
prelude.csv,0.87,0.95,0.05,0.86,0.96,0.66,0.54,0.87,0.82,0.78,0.69,0.69,0.75,0.34,0.65,0.89,0.67,0.69,0.65
tokratan.csv,1.01,0.79,1.0,0.89,1.0,0.85,0.92,0.8,0.91,0.0,0.83,0.94,0.94,0.97,0.9,0.96,0.77,0.88,0.88
xfce.csv,0.75,0.82,0.91,0.81,0.61,0.49,0.45,0.81,0.84,0.72,0.88,0.72,0.76,0.98,0.02,0.68,0.63,0.72,0.67
xharbour.csv,0.98,0.0,0.55,0.93,0.77,0.5,0.67,1.0,0.99,0.99,0.88,0.99,0.72,0.99,0.64,0.89,0.89,0.91,0.72
zabbix.csv,0.64,0.8,0.87,0.87,0.83,0.88,0.69,0.77,0.7,0.78,0.53,0.63,0.67,0.02,0.92,0.94,0.83,0.79,0.72
zengine.csv,0.96,0.43,1.0,0.96,0.49,0.4,0.0,0.95,0.81,0.74,0.91,0.85,0.87,0.94,0.56,0.89,0.7,0.78,0.78
zildo.csv,0.59,0.91,1.0,0.56,0.96,0.63,0.82,0.05,0.9,0.82,0.67,0.75,0.81,0.82,0.64,0.74,0.61,0.6,0.6
