,jlinalg.csv,arianne.csv,playerstage.csv,knowledge.csv,massiv.csv,ultimairis.csv
arianne.csv,0.56,0.01,0.72,0.72,1.05,0.84
jlinalg.csv,0.07,0.69,0.67,0.44,0.51,0.7
knowledge.csv,0.37,0.62,0.96,0.0,0.88,0.98
massiv.csv,1.0,1.0,1.0,1.0,0.0,1.0
playerstage.csv,0.78,0.78,0.05,0.72,0.37,0.78
ultimairis.csv,1.0,0.8,0.69,0.85,0.88,0.02
