,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,0.54,0.32,0.29,0.36,0.3,0.04,0.68,0.6,0.29,0.45,0.11,0.69,0.53,0.0
emeraldemu.csv,0.72,0.61,0.6,0.36,0.73,0.44,0.55,0.13,0.74,0.02,0.55,0.29,0.09,0.15
frogatto.csv,0.83,0.72,0.35,0.63,0.61,0.65,0.68,0.61,0.38,0.76,0.33,0.69,0.64,0.66
grafx2.csv,0.84,0.73,0.8,0.51,0.7,0.52,0.59,0.7,0.71,0.76,0.67,0.57,0.76,0.54
jahshakafx.csv,0.81,0.71,0.53,0.5,0.75,0.55,0.61,0.46,0.7,0.73,0.68,0.54,0.7,0.25
nassp.csv,0.5,0.42,0.0,0.47,0.41,0.34,0.21,0.46,0.82,0.67,0.5,0.32,0.64,0.55
netatalk.csv,0.72,0.68,0.59,0.57,0.66,0.58,0.46,0.53,0.59,0.59,0.61,0.55,0.77,0.63
open-beos.csv,0.77,0.76,0.7,0.46,0.67,0.65,0.37,0.44,0.61,0.68,0.67,0.48,0.57,0.33
psycle.csv,0.69,0.56,0.62,0.65,0.71,0.65,0.45,0.74,0.38,0.73,0.57,0.67,0.54,0.45
quantlib.csv,0.4,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.59,0.0,0.68,0.1,0.0,0.67
reaper-ecad.csv,0.42,0.2,0.75,0.17,0.38,0.12,0.22,0.0,0.0,0.0,0.34,0.33,0.17,0.0
sbml.csv,0.65,0.73,0.74,0.62,0.4,0.68,0.69,0.76,0.42,0.68,0.76,0.67,0.67,0.49
unimrcp.csv,0.79,0.7,0.8,0.54,0.69,0.57,0.59,0.73,0.78,0.64,0.64,0.6,0.61,0.64
unladen-swallow.csv,0.32,0.49,0.05,0.46,0.49,0.44,0.4,0.73,0.1,0.52,0.19,0.48,0.68,0.29
