,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,1.0,0.35,0.44,0.24,0.12
lcfizvtop.csv,0.29,0.48,0.29,0.0,0.92
migen.csv,0.32,0.97,0.27,0.83,0.11
mvnforum.csv,0.6,0.67,0.94,0.4,0.5
plplot.csv,0.47,0.42,0.29,1.0,0.25
