,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.0,0.4,0.32,0.33,0.73
lcfizvtop.csv,0.36,0.26,0.11,0.11,0.02
migen.csv,0.54,0.02,0.18,0.02,0.17
mvnforum.csv,0.14,0.14,0.02,0.11,0.02
plplot.csv,0.93,0.95,0.93,0.0,0.38
