,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv
lazarus-ccr.csv,0.96,0.26,0.61,0.29,0.45
lcfizvtop.csv,0.17,0.29,0.11,0.0,1.0
migen.csv,0.29,0.97,0.17,0.24,0.09
mvnforum.csv,0.25,0.35,0.94,0.19,0.09
plplot.csv,0.96,0.88,0.94,0.86,0.55
